value,name,function_id
deploy,resnet50-inference,139636050097968
deploy,speech-inference,139636050099024
deploy,resnet50-preprocessing,139636050116672
deploy,resnet50-training,139636050117488
deploy,python-pi,139636050118688
deploy,fio,139636050119504
