FAAS SIMULATION SUMMARY
======================

Report generated: 2025-07-31 11:00:08

Topology Overview:
  Number of nodes: 537
  Number of functions: 9
  Number of images: 2

Node Distribution:
  rockpi_18: 203 invocations (1.1%)
  nx_13: 216 invocations (1.2%)
  rpi4_20: 176 invocations (1.0%)
  rpi4_27: 168 invocations (0.9%)
  rpi4_26: 166 invocations (0.9%)
  rpi4_21: 189 invocations (1.0%)
  rockpi_1: 183 invocations (1.0%)
  rockpi_25: 180 invocations (1.0%)
  rpi4_14: 158 invocations (0.9%)
  rpi4_15: 148 invocations (0.8%)
  rpi4_59: 137 invocations (0.7%)
  rpi4_58: 145 invocations (0.8%)
  rpi3_108: 85 invocations (0.5%)
  rpi4_49: 129 invocations (0.7%)
  rpi4_48: 147 invocations (0.8%)
  rpi3_109: 81 invocations (0.4%)
  rpi3_110: 87 invocations (0.5%)
  nx_0: 152 invocations (0.8%)
  rpi3_87: 76 invocations (0.4%)
  rpi3_89: 79 invocations (0.4%)
  rpi4_99: 119 invocations (0.6%)
  rpi4_98: 135 invocations (0.7%)
  rpi3_88: 80 invocations (0.4%)
  nx_1: 138 invocations (0.8%)
  rpi4_105: 111 invocations (0.6%)
  rpi4_104: 136 invocations (0.7%)
  nx_11: 134 invocations (0.7%)
  coral_12: 73 invocations (0.4%)
  rpi4_118: 127 invocations (0.7%)
  rpi3_48: 67 invocations (0.4%)
  rpi3_7: 71 invocations (0.4%)
  rpi3_50: 69 invocations (0.4%)
  rpi3_49: 69 invocations (0.4%)
  rpi3_8: 68 invocations (0.4%)
  rpi3_6: 67 invocations (0.4%)
  rpi4_113: 125 invocations (0.7%)
  rpi4_10: 98 invocations (0.5%)
  rpi3_105: 64 invocations (0.3%)
  rpi4_11: 121 invocations (0.7%)
  rpi3_107: 63 invocations (0.3%)
  rpi3_106: 63 invocations (0.3%)
  rpi4_112: 99 invocations (0.5%)
  nx_20: 114 invocations (0.6%)
  rpi4_60: 95 invocations (0.5%)
  rpi4_61: 120 invocations (0.7%)
  rpi3_64: 61 invocations (0.3%)
  rpi3_63: 60 invocations (0.3%)
  coral_13: 60 invocations (0.3%)
  rpi4_89: 113 invocations (0.6%)
  rpi4_54: 86 invocations (0.5%)
  rpi4_102: 90 invocations (0.5%)
  rpi3_65: 57 invocations (0.3%)
  rpi4_55: 113 invocations (0.6%)
  rpi4_103: 115 invocations (0.6%)
  rpi4_88: 85 invocations (0.5%)
  rockpi_24: 101 invocations (0.6%)
  rpi4_50: 82 invocations (0.4%)
  nx_24: 102 invocations (0.6%)
  rpi3_111: 55 invocations (0.3%)
  rpi4_51: 112 invocations (0.6%)
  rockpi_0: 97 invocations (0.5%)
  rpi3_103: 52 invocations (0.3%)
  rpi3_104: 52 invocations (0.3%)
  rpi3_112: 52 invocations (0.3%)
  rpi3_113: 53 invocations (0.3%)
  rpi3_102: 51 invocations (0.3%)
  rpi3_72: 50 invocations (0.3%)
  rpi3_24: 50 invocations (0.3%)
  rpi3_73: 50 invocations (0.3%)
  rpi4_87: 104 invocations (0.6%)
  rpi3_26: 50 invocations (0.3%)
  rpi4_86: 77 invocations (0.4%)
  rpi3_25: 51 invocations (0.3%)
  rockpi_2: 92 invocations (0.5%)
  rpi4_82: 75 invocations (0.4%)
  rpi3_74: 48 invocations (0.3%)
  rpi3_4: 48 invocations (0.3%)
  rpi3_5: 49 invocations (0.3%)
  rpi3_3: 48 invocations (0.3%)
  nx_2: 87 invocations (0.5%)
  coral_0: 47 invocations (0.3%)
  rpi4_83: 102 invocations (0.6%)
  nx_9: 86 invocations (0.5%)
  nx_18: 84 invocations (0.5%)
  rpi4_97: 98 invocations (0.5%)
  nx_23: 83 invocations (0.5%)
  rockpi_5: 83 invocations (0.5%)
