FAAS SIMULATION SUMMARY
======================

Report generated: 2025-08-18 13:15:26

Topology Overview:
  Number of nodes: 120
  Number of functions: 6
  Number of images: 8

Node Distribution:
  nx_10: 959 invocations (2.8%)
  rockpi_8: 1596 invocations (4.6%)
  rockpi_30: 535 invocations (1.5%)
  nx_3: 786 invocations (2.3%)
  coral_1: 704 invocations (2.0%)
  nano_15: 574 invocations (1.7%)
  rpi3_5: 648 invocations (1.9%)
  nx_13: 1014 invocations (2.9%)
  rockpi_13: 736 invocations (2.1%)
  coral_3: 189 invocations (0.5%)
  nano_19: 507 invocations (1.5%)
  rockpi_12: 689 invocations (2.0%)
  rpi3_3: 170 invocations (0.5%)
  nano_9: 477 invocations (1.4%)
  rockpi_5: 650 invocations (1.9%)
  nano_21: 451 invocations (1.3%)
  rockpi_21: 678 invocations (2.0%)
  rpi3_4: 172 invocations (0.5%)
  nano_20: 423 invocations (1.2%)
  rockpi_19: 642 invocations (1.8%)
  nano_22: 391 invocations (1.1%)
  rpi3_21: 200 invocations (0.6%)
  nano_11: 368 invocations (1.1%)
  rockpi_16: 540 invocations (1.6%)
  nano_0: 345 invocations (1.0%)
  rpi3_22: 197 invocations (0.6%)
  rockpi_14: 572 invocations (1.6%)
  nano_2: 325 invocations (0.9%)
  rockpi_10: 503 invocations (1.4%)
  nx_5: 469 invocations (1.3%)
  nx_4: 146 invocations (0.4%)
  rpi3_23: 190 invocations (0.5%)
  nx_7: 431 invocations (1.2%)
  nano_6: 297 invocations (0.9%)
  rockpi_0: 438 invocations (1.3%)
  nano_8: 279 invocations (0.8%)
  rpi3_27: 189 invocations (0.5%)
  rockpi_28: 531 invocations (1.5%)
  nano_27: 265 invocations (0.8%)
  rockpi_4: 509 invocations (1.5%)
  nano_14: 255 invocations (0.7%)
  nx_11: 266 invocations (0.8%)
  rpi3_28: 179 invocations (0.5%)
  rpi3_1: 316 invocations (0.9%)
  nano_24: 243 invocations (0.7%)
  rockpi_23: 442 invocations (1.3%)
  nx_9: 393 invocations (1.1%)
  rpi3_29: 180 invocations (0.5%)
  rockpi_11: 351 invocations (1.0%)
  nx_0: 241 invocations (0.7%)
  rockpi_25: 369 invocations (1.1%)
  nano_25: 211 invocations (0.6%)
  rpi3_0: 176 invocations (0.5%)
  coral_0: 261 invocations (0.8%)
  nano_4: 202 invocations (0.6%)
  rpi3_2: 143 invocations (0.4%)
  rockpi_1: 317 invocations (0.9%)
  coral_2: 223 invocations (0.6%)
  rpi3_9: 173 invocations (0.5%)
  rockpi_2: 340 invocations (1.0%)
  rockpi_3: 287 invocations (0.8%)
  rpi3_15: 272 invocations (0.8%)
  rpi3_10: 169 invocations (0.5%)
  rockpi_32: 267 invocations (0.8%)
  rpi3_16: 262 invocations (0.8%)
  nx_12: 323 invocations (0.9%)
  rpi3_17: 250 invocations (0.7%)
  rpi3_11: 159 invocations (0.5%)
  rpi3_33: 246 invocations (0.7%)
  rockpi_22: 342 invocations (1.0%)
  rockpi_24: 311 invocations (0.9%)
  rpi3_34: 237 invocations (0.7%)
  rockpi_33: 313 invocations (0.9%)
  rpi3_35: 226 invocations (0.7%)
  nx_6: 227 invocations (0.7%)
  rpi3_18: 222 invocations (0.6%)
  rockpi_15: 350 invocations (1.0%)
  rpi3_19: 216 invocations (0.6%)
  rpi3_20: 208 invocations (0.6%)
  rpi3_24: 186 invocations (0.5%)
  rpi3_26: 180 invocations (0.5%)
  rpi3_25: 202 invocations (0.6%)
  nx_2: 284 invocations (0.8%)
  rpi3_30: 192 invocations (0.6%)
  rpi3_31: 188 invocations (0.5%)
  rockpi_17: 199 invocations (0.6%)
  rpi3_32: 95 invocations (0.3%)
  rockpi_20: 242 invocations (0.7%)
  rpi3_6: 88 invocations (0.3%)
