timestamp,strategy,deployment,current_replicas,current_load_rps,avg_response_time_ms,evaluation_type
5,KubernetesStyleFirstFit,resnet50-inference,1,6.6,490.91239906229856,scaling_check
5,KubernetesStyleFirstFit,speech-inference,1,1.0,0.0,scaling_check
5,KubernetesStyleFirstFit,resnet50-preprocessing,1,1.6,0.0,scaling_check
5,KubernetesStyleFirstFit,resnet50-training,1,3.6,0.0,scaling_check
5,KubernetesStyleFirstFit,python-pi,1,10.0,1273.9463168973057,scaling_check
5,KubernetesStyleFirstFit,fio,1,11.0,0.0,scaling_check
10,KubernetesStyleFirstFit,resnet50-inference,1,12.0,490.91239906229856,scaling_check
10,KubernetesStyleFirstFit,speech-inference,1,3.0,0.0,scaling_check
10,KubernetesStyleFirstFit,resnet50-preprocessing,1,3.2,0.0,scaling_check
10,KubernetesStyleFirstFit,resnet50-training,1,7.8,0.0,scaling_check
10,KubernetesStyleFirstFit,python-pi,2,17.2,1273.9463168973057,scaling_check
10,KubernetesStyleFirstFit,fio,1,16.2,0.0,scaling_check
15,KubernetesStyleFirstFit,resnet50-inference,1,14.2,0.0,scaling_check
15,KubernetesStyleFirstFit,speech-inference,1,2.0,0.0,scaling_check
15,KubernetesStyleFirstFit,resnet50-preprocessing,1,2.6,0.0,scaling_check
15,KubernetesStyleFirstFit,resnet50-training,1,8.2,0.0,scaling_check
15,KubernetesStyleFirstFit,python-pi,3,17.6,0.0,scaling_check
15,KubernetesStyleFirstFit,fio,1,17.4,0.0,scaling_check
20,KubernetesStyleFirstFit,resnet50-inference,1,16.6,0.0,scaling_check
20,KubernetesStyleFirstFit,speech-inference,1,3.8,0.0,scaling_check
20,KubernetesStyleFirstFit,resnet50-preprocessing,1,2.8,0.0,scaling_check
20,KubernetesStyleFirstFit,resnet50-training,1,5.6,0.0,scaling_check
20,KubernetesStyleFirstFit,python-pi,3,14.8,0.0,scaling_check
20,KubernetesStyleFirstFit,fio,1,14.6,0.0,scaling_check
25,KubernetesStyleFirstFit,resnet50-inference,1,15.4,0.0,scaling_check
25,KubernetesStyleFirstFit,speech-inference,1,4.2,0.0,scaling_check
25,KubernetesStyleFirstFit,resnet50-preprocessing,1,2.2,0.0,scaling_check
25,KubernetesStyleFirstFit,resnet50-training,1,8.6,0.0,scaling_check
25,KubernetesStyleFirstFit,python-pi,3,16.6,0.0,scaling_check
25,KubernetesStyleFirstFit,fio,1,20.2,0.0,scaling_check
30,KubernetesStyleFirstFit,resnet50-inference,1,14.6,0.0,scaling_check
30,KubernetesStyleFirstFit,speech-inference,1,3.8,0.0,scaling_check
30,KubernetesStyleFirstFit,resnet50-preprocessing,1,2.8,0.0,scaling_check
30,KubernetesStyleFirstFit,resnet50-training,1,8.8,0.0,scaling_check
30,KubernetesStyleFirstFit,python-pi,3,18.0,0.0,scaling_check
30,KubernetesStyleFirstFit,fio,2,17.6,0.0,scaling_check
35,KubernetesStyleFirstFit,resnet50-inference,1,14.4,0.0,scaling_check
35,KubernetesStyleFirstFit,speech-inference,1,3.8,0.0,scaling_check
35,KubernetesStyleFirstFit,resnet50-preprocessing,1,2.4,0.0,scaling_check
35,KubernetesStyleFirstFit,resnet50-training,1,10.6,0.0,scaling_check
35,KubernetesStyleFirstFit,python-pi,3,15.0,0.0,scaling_check
35,KubernetesStyleFirstFit,fio,2,15.8,0.0,scaling_check
40,KubernetesStyleFirstFit,resnet50-inference,1,16.6,9531.783478491192,scaling_check
40,KubernetesStyleFirstFit,speech-inference,1,2.6,20473.325175303504,scaling_check
40,KubernetesStyleFirstFit,resnet50-preprocessing,1,2.4,0.0,scaling_check
40,KubernetesStyleFirstFit,resnet50-training,1,7.8,0.0,scaling_check
40,KubernetesStyleFirstFit,python-pi,3,14.4,10920.563281398097,scaling_check
40,KubernetesStyleFirstFit,fio,2,16.2,0.0,scaling_check
45,KubernetesStyleFirstFit,resnet50-inference,2,13.4,10295.750148990135,scaling_check
45,KubernetesStyleFirstFit,speech-inference,2,3.4,0.0,scaling_check
45,KubernetesStyleFirstFit,resnet50-preprocessing,1,3.4,0.0,scaling_check
45,KubernetesStyleFirstFit,resnet50-training,1,7.8,0.0,scaling_check
45,KubernetesStyleFirstFit,python-pi,4,19.2,11459.176056613951,scaling_check
45,KubernetesStyleFirstFit,fio,2,17.0,0.0,scaling_check
50,KubernetesStyleFirstFit,resnet50-inference,3,14.6,0.0,scaling_check
50,KubernetesStyleFirstFit,speech-inference,2,2.2,0.0,scaling_check
50,KubernetesStyleFirstFit,resnet50-preprocessing,1,3.4,0.0,scaling_check
50,KubernetesStyleFirstFit,resnet50-training,1,6.6,0.0,scaling_check
50,KubernetesStyleFirstFit,python-pi,5,14.6,0.0,scaling_check
50,KubernetesStyleFirstFit,fio,2,19.8,0.0,scaling_check
55,KubernetesStyleFirstFit,resnet50-inference,3,17.4,0.0,scaling_check
55,KubernetesStyleFirstFit,speech-inference,2,2.6,0.0,scaling_check
55,KubernetesStyleFirstFit,resnet50-preprocessing,1,4.8,0.0,scaling_check
55,KubernetesStyleFirstFit,resnet50-training,1,9.6,0.0,scaling_check
