value,name,function_id
deploy,resnet50-inference,139949313865376
deploy,speech-inference,139949313866432
deploy,resnet50-preprocessing,139949313867632
deploy,resnet50-training,139949313884896
deploy,python-pi,139949313886096
deploy,fio,139949313886912
