avg_response_time,avg_execution_time,avg_wait_time,wait_percentage,high_wait_count,sample_count,timestamp,deployment_name
395.58899158334674,385.5951377639949,9.993853819351806,2.526322529692083,0,24,45,resnet50-inference-industrial
395.156094781962,383.8450054941321,11.311089287829903,2.8624357405068244,3,55,75,resnet50-inference-industrial
401.46248053473704,384.6311286034926,16.831351931244345,4.192509324613709,2,28,80,resnet50-inference-industrial
395.8948605771967,384.2374991361923,11.657361441004355,2.944559932909574,2,55,110,resnet50-inference-industrial
397.9496275927184,383.7906463712259,14.158981221492517,3.5579832822418243,2,27,115,resnet50-inference-industrial
397.35774943050217,387.2550823952139,10.10266703528825,2.5424613084223258,3,44,145,resnet50-inference-industrial
387.9183862507333,387.9183862507333,0.0,0.0,0,19,150,resnet50-inference-industrial
385.0254928079166,385.0254928079166,0.0,0.0,0,31,180,resnet50-inference-industrial
387.21152586141056,387.21152586141056,0.0,0.0,0,15,185,resnet50-inference-industrial
406.80240210358414,386.53826544343343,20.26413666015072,4.98132178063955,3,38,215,resnet50-inference-industrial
415.5766174131957,386.3476035012605,29.22901391193524,7.033363449049321,2,17,220,resnet50-inference-industrial
411.33506066010847,384.6833455415942,26.651715118514172,6.479320064704338,7,54,250,resnet50-inference-industrial
426.43965261345426,384.9876836498529,41.45196896360132,9.720477143614833,7,31,255,resnet50-inference-industrial
396.5564852319005,386.0339996873892,10.522485544511255,2.65346449657931,3,50,285,resnet50-inference-industrial
402.4959797702724,388.65287981215477,13.843099958117602,3.4393138450770753,2,23,290,resnet50-inference-industrial
402.54365153352904,388.53567253004763,14.00797900348144,3.4798658356967467,3,54,320,resnet50-inference-industrial
406.15756402661174,394.01700526497524,12.140558761636555,2.989125363387569,1,24,325,resnet50-inference-industrial
402.05695223854883,383.47076267939025,18.586189559158584,4.6227753196843135,5,42,355,resnet50-inference-industrial
413.9440778176606,381.4182460891331,32.52583172852752,7.857542472888069,5,24,360,resnet50-inference-industrial
384.52135204338214,383.7502219702366,0.771130073145514,0.20054284867346306,0,50,390,resnet50-inference-industrial
387.5539293353763,385.877559611147,1.6763697242293782,0.43255134249424765,0,23,395,resnet50-inference-industrial
456.4439454108385,385.32326090529193,71.1206845055465,15.58147177120113,13,52,425,resnet50-inference-industrial
439.1806094490744,388.8839257586164,50.29668369045794,11.452391705897966,5,25,430,resnet50-inference-industrial
400.09257931753183,385.57381047090865,14.518768846623212,3.628852319977785,2,42,460,resnet50-inference-industrial
400.4008469267938,380.6225662901031,19.7782806366907,4.9396200803508306,2,18,465,resnet50-inference-industrial
407.6738275890206,388.44730206190553,19.2265255271151,4.716154000079083,5,54,495,resnet50-inference-industrial
390.2105614732225,386.55173827619177,3.6588231970308507,0.9376535538190272,0,24,500,resnet50-inference-industrial
387.1625457952869,387.1625457952869,0.0,0.0,0,27,40,resnet50-inference-residential
387.0470713431976,387.0470713431976,0.0,0.0,0,15,45,resnet50-inference-residential
387.64974300413314,387.64974300413314,0.0,0.0,0,28,75,resnet50-inference-residential
384.278539018724,384.278539018724,0.0,0.0,0,15,80,resnet50-inference-residential
384.5147097385088,382.28721898132716,2.2274907571815876,0.579299231152016,0,27,110,resnet50-inference-residential
385.5199133276858,381.9821338898091,3.5377794378766394,0.917664513705569,0,17,115,resnet50-inference-residential
392.71686910882795,385.9183024309156,6.798566677912277,1.7311623749038112,1,30,145,resnet50-inference-residential
391.13218569981996,391.13218569981996,0.0,0.0,0,10,150,resnet50-inference-residential
387.71844263275955,387.71844263275955,0.0,0.0,0,38,180,resnet50-inference-residential
384.73394603348436,384.73394603348436,0.0,0.0,0,18,185,resnet50-inference-residential
384.10510135339075,384.10510135339075,0.0,0.0,0,31,215,resnet50-inference-residential
383.8631645504445,383.8631645504445,0.0,0.0,0,13,220,resnet50-inference-residential
387.2767090357213,386.7725783846474,0.5041306510739625,0.13017324288083199,0,35,250,resnet50-inference-residential
388.9155269442519,388.9155269442519,0.0,0.0,0,11,255,resnet50-inference-residential
383.6680569283626,383.6680569283626,0.0,0.0,0,32,285,resnet50-inference-residential
385.6657588954622,385.6657588954622,0.0,0.0,0,14,290,resnet50-inference-residential
387.71328675148385,387.71328675148385,0.0,0.0,0,27,320,resnet50-inference-residential
391.6678108108215,391.6678108108215,0.0,0.0,0,10,325,resnet50-inference-residential
386.89807168761155,386.89807168761155,0.0,0.0,0,23,355,resnet50-inference-residential
381.3739882449138,381.3739882449138,0.0,0.0,0,9,360,resnet50-inference-residential
387.0942045058878,387.0942045058878,0.0,0.0,0,24,390,resnet50-inference-residential
386.4970586012211,386.4970586012211,0.0,0.0,0,17,395,resnet50-inference-residential
382.4239783681256,382.4239783681256,0.0,0.0,0,14,425,resnet50-inference-residential
385.0842427534303,385.0842427534303,0.0,0.0,0,5,430,resnet50-inference-residential
382.72104843161156,382.72104843161156,0.0,0.0,0,28,460,resnet50-inference-residential
381.66995457188244,381.66995457188244,0.0,0.0,0,14,465,resnet50-inference-residential
392.63628021092927,382.0044036497883,10.631876561140936,2.7078181760048654,3,42,495,resnet50-inference-residential
389.44418553237716,380.61993255811103,8.824252974266074,2.2658581902315893,1,25,500,resnet50-inference-residential
393.1352064730597,393.1352064730597,0.0,0.0,0,31,40,resnet50-inference-suburb
393.3306532366327,393.3306532366327,0.0,0.0,0,13,45,resnet50-inference-suburb
390.4996961413501,390.4996961413501,0.0,0.0,0,21,75,resnet50-inference-suburb
394.7028531398015,394.7028531398015,0.0,0.0,0,9,80,resnet50-inference-suburb
394.1674496311702,394.1674496311702,0.0,0.0,0,40,110,resnet50-inference-suburb
396.1306450068373,396.1306450068373,0.0,0.0,0,18,115,resnet50-inference-suburb
393.99632333421,393.4714587085586,0.5248646256513954,0.13321561511277746,0,38,145,resnet50-inference-suburb
393.0419297722049,393.0419297722049,0.0,0.0,0,18,150,resnet50-inference-suburb
394.0516950507046,394.0516950507046,0.0,0.0,0,40,180,resnet50-inference-suburb
392.01458717066987,392.01458717066987,0.0,0.0,0,21,185,resnet50-inference-suburb
393.9563134316977,393.9563134316977,0.0,0.0,0,24,215,resnet50-inference-suburb
391.5365275672495,391.5365275672495,0.0,0.0,0,9,220,resnet50-inference-suburb
391.65159929435504,391.65159929435504,0.0,0.0,0,25,250,resnet50-inference-suburb
391.1423533600399,391.1423533600399,0.0,0.0,0,19,255,resnet50-inference-suburb
406.1895093080402,391.25597327356377,14.933536034476447,3.676494762239505,2,34,285,resnet50-inference-suburb
390.88231022046784,390.88231022046784,0.0,0.0,0,10,290,resnet50-inference-suburb
394.68035537091055,394.68035537091055,0.0,0.0,0,25,320,resnet50-inference-suburb
390.0291689646963,390.0291689646963,0.0,0.0,0,10,325,resnet50-inference-suburb
392.63795455188495,392.63795455188495,0.0,0.0,0,28,355,resnet50-inference-suburb
392.57744949637834,392.57744949637834,0.0,0.0,0,13,360,resnet50-inference-suburb
409.3389901704658,390.12742784643507,19.211562324030716,4.693313558043963,3,29,390,resnet50-inference-suburb
414.9969445937348,389.67261243933075,25.324332154404125,6.102293639582244,3,22,395,resnet50-inference-suburb
395.64245147840404,395.64245147840404,0.0,0.0,0,23,425,resnet50-inference-suburb
395.87033247588414,395.87033247588414,0.0,0.0,0,7,430,resnet50-inference-suburb
393.28055158408694,393.28055158408694,0.0,0.0,0,15,460,resnet50-inference-suburb
389.1921733925788,389.1921733925788,0.0,0.0,0,7,465,resnet50-inference-suburb
393.3213036154076,393.3213036154076,0.0,0.0,0,27,495,resnet50-inference-suburb
392.6655036537535,392.6655036537535,0.0,0.0,0,14,500,resnet50-inference-suburb
62267.621397370516,7730.2989284702335,54537.32246890028,87.58536337988868,1,1,75,resnet50-preprocessing
62267.621397370516,7730.2989284702335,54537.32246890028,87.58536337988868,1,1,75,resnet50-preprocessing
126789.83809307481,7584.137109875681,119205.7009831991,94.01833993643221,7,7,145,resnet50-preprocessing
126789.83809307481,7584.137109875681,119205.7009831991,94.01833993643221,7,7,145,resnet50-preprocessing
23978.19939991638,7598.909690721229,16379.289709195149,68.30908958598563,1,1,180,resnet50-preprocessing
23978.19939991638,7598.909690721229,16379.289709195149,68.30908958598563,1,1,180,resnet50-preprocessing
173541.8668323228,7679.449681902546,165862.41715042025,95.57487203400751,8,8,215,resnet50-preprocessing
173541.8668323228,7679.449681902546,165862.41715042025,95.57487203400751,8,8,215,resnet50-preprocessing
61057.68038437407,7634.979326883953,53422.701057490114,87.49546448731795,9,9,250,resnet50-preprocessing
61057.68038437407,7634.979326883953,53422.701057490114,87.49546448731795,9,9,250,resnet50-preprocessing
114358.50671661014,7595.108143158109,106763.39857345202,93.35851056364402,5,5,285,resnet50-preprocessing
114358.50671661014,7595.108143158109,106763.39857345202,93.35851056364402,5,5,285,resnet50-preprocessing
132980.60991740908,7720.553810819709,125260.05610658936,94.19422589833604,15,15,320,resnet50-preprocessing
132980.60991740908,7720.553810819709,125260.05610658936,94.19422589833604,15,15,320,resnet50-preprocessing
92864.90039391236,7190.951180420179,85673.94921349219,92.25654563789143,7,8,355,resnet50-preprocessing
92864.90039391236,7190.951180420179,85673.94921349219,92.25654563789143,7,8,355,resnet50-preprocessing
143077.63658540937,7451.69801955433,135625.93856585503,94.79184993728485,22,23,390,resnet50-preprocessing
143077.63658540937,7451.69801955433,135625.93856585503,94.79184993728485,22,23,390,resnet50-preprocessing
64915.906530798355,7136.138697453731,57779.76783334462,89.00710306792357,9,10,425,resnet50-preprocessing
64915.906530798355,7136.138697453731,57779.76783334462,89.00710306792357,9,10,425,resnet50-preprocessing
200929.05730631438,7340.2820391685045,193588.77526714583,96.34682900642969,10,12,460,resnet50-preprocessing
200929.05730631438,7340.2820391685045,193588.77526714583,96.34682900642969,10,12,460,resnet50-preprocessing
113368.27068798029,7437.662995761495,105930.60769221876,93.43937862805373,13,15,495,resnet50-preprocessing
113368.27068798029,7437.662995761495,105930.60769221876,93.43937862805373,13,15,495,resnet50-preprocessing
127628.083629089,7564.992064787646,120063.09156430136,94.07262739541486,3,3,145,resnet50-preprocessing-downtown
127628.083629089,7564.992064787646,120063.09156430136,94.07262739541486,3,3,145,resnet50-preprocessing-downtown
164772.48281541414,7717.767831251893,157054.71498416227,95.3161063671671,5,5,215,resnet50-preprocessing-downtown
164772.48281541414,7717.767831251893,157054.71498416227,95.3161063671671,5,5,215,resnet50-preprocessing-downtown
26218.836039930913,7727.63375061271,18491.2022893182,70.52640422769478,3,3,250,resnet50-preprocessing-downtown
26218.836039930913,7727.63375061271,18491.2022893182,70.52640422769478,3,3,250,resnet50-preprocessing-downtown
119520.4813108294,7645.5982115497245,111874.88309927967,93.6031062394517,4,4,285,resnet50-preprocessing-downtown
119520.4813108294,7645.5982115497245,111874.88309927967,93.6031062394517,4,4,285,resnet50-preprocessing-downtown
119891.19018897506,7796.21015412683,112094.98003484821,93.49726185732388,6,6,320,resnet50-preprocessing-downtown
119891.19018897506,7796.21015412683,112094.98003484821,93.49726185732388,6,6,320,resnet50-preprocessing-downtown
144633.44713610207,7599.990305285602,137033.4568308165,94.74534386355745,4,4,355,resnet50-preprocessing-downtown
144633.44713610207,7599.990305285602,137033.4568308165,94.74534386355745,4,4,355,resnet50-preprocessing-downtown
181982.9915230091,7658.529705133774,174324.46181787536,95.7916233593921,9,9,390,resnet50-preprocessing-downtown
181982.9915230091,7658.529705133774,174324.46181787536,95.7916233593921,9,9,390,resnet50-preprocessing-downtown
129175.36912976093,7648.15548642099,121527.21364333996,94.07924626966759,4,4,425,resnet50-preprocessing-downtown
129175.36912976093,7648.15548642099,121527.21364333996,94.07924626966759,4,4,425,resnet50-preprocessing-downtown
295251.7044377661,7642.0859760751,287609.6184616911,97.41167083501601,5,5,460,resnet50-preprocessing-downtown
295251.7044377661,7642.0859760751,287609.6184616911,97.41167083501601,5,5,460,resnet50-preprocessing-downtown
135630.54349192465,7598.495082642656,128032.048409282,94.39765196908242,7,7,495,resnet50-preprocessing-downtown
135630.54349192465,7598.495082642656,128032.048409282,94.39765196908242,7,7,495,resnet50-preprocessing-downtown
24838.92496679836,3817.855835339822,21021.069131458535,84.62954479534413,16,16,40,speech-inference
24838.92496679836,3817.855835339822,21021.069131458535,84.62954479534413,16,16,40,speech-inference
52263.56802760469,3814.276658111467,48449.29136949323,92.70184412955345,22,22,75,speech-inference
52263.56802760469,3814.276658111467,48449.29136949323,92.70184412955345,22,22,75,speech-inference
55177.650745972474,3816.96587898752,51360.68486698496,93.08240596077547,6,6,80,speech-inference
55177.650745972474,3816.96587898752,51360.68486698496,93.08240596077547,6,6,80,speech-inference
75628.77945556106,4217.96451558533,71410.81493997572,94.42280498779729,37,37,110,speech-inference
75628.77945556106,4217.96451558533,71410.81493997572,94.42280498779729,37,37,110,speech-inference
81874.34149316743,3828.3991463902084,78045.94234677723,95.32405503779265,14,14,115,speech-inference
81874.34149316743,3828.3991463902084,78045.94234677723,95.32405503779265,14,14,115,speech-inference
82521.55077029642,4903.940421431519,77617.61034886491,94.05738213150899,51,51,145,speech-inference
82521.55077029642,4903.940421431519,77617.61034886491,94.05738213150899,51,51,145,speech-inference
108323.00166626362,3808.254988357447,104514.74667790615,96.48435241843606,6,6,150,speech-inference
108323.00166626362,3808.254988357447,104514.74667790615,96.48435241843606,6,6,150,speech-inference
74268.44305435344,5129.295426401309,69139.14762795213,93.09357350786601,64,69,180,speech-inference
74268.44305435344,5129.295426401309,69139.14762795213,93.09357350786601,64,69,180,speech-inference
4881.700579270799,3767.9161816912056,1113.7843975795931,22.81550003924993,1,2,185,speech-inference
4881.700579270799,3767.9161816912056,1113.7843975795931,22.81550003924993,1,2,185,speech-inference
65058.46975348722,4946.783901067484,60111.68585241974,92.39640292830231,54,72,215,speech-inference
65058.46975348722,4946.783901067484,60111.68585241974,92.39640292830231,54,72,215,speech-inference
3777.962946484599,3387.7745463330657,390.18840015153273,10.328010244637358,2,5,220,speech-inference
3777.962946484599,3387.7745463330657,390.18840015153273,10.328010244637358,2,5,220,speech-inference
51129.14595308645,4605.317471864871,46523.828481221586,90.99277450069188,45,81,250,speech-inference
51129.14595308645,4605.317471864871,46523.828481221586,90.99277450069188,45,81,250,speech-inference
39509.67995465333,3556.5490977603286,35953.130856893,90.99828421328063,2,8,255,speech-inference
39509.67995465333,3556.5490977603286,35953.130856893,90.99828421328063,2,8,255,speech-inference
66016.47781013916,4675.3973220404105,61341.08048809874,92.91783282427353,43,85,285,speech-inference
66016.47781013916,4675.3973220404105,61341.08048809874,92.91783282427353,43,85,285,speech-inference
102814.34295884913,3757.745537114065,99056.59742173504,96.34511544890375,9,16,290,speech-inference
102814.34295884913,3757.745537114065,99056.59742173504,96.34511544890375,9,16,290,speech-inference
77158.58113823964,4661.794325305314,72496.7868129343,93.95816478668377,54,113,320,speech-inference
77158.58113823964,4661.794325305314,72496.7868129343,93.95816478668377,54,113,320,speech-inference
114830.53757275773,3767.84751694583,111062.69005581194,96.71877568755745,11,21,325,speech-inference
114830.53757275773,3767.84751694583,111062.69005581194,96.71877568755745,11,21,325,speech-inference
79741.53849656839,4753.9287967339815,74987.6096998344,94.03832822094526,55,118,355,speech-inference
79741.53849656839,4753.9287967339815,74987.6096998344,94.03832822094526,55,118,355,speech-inference
120373.37919569247,3556.1883381831526,116817.19085750931,97.04570199661686,8,14,360,speech-inference
120373.37919569247,3556.1883381831526,116817.19085750931,97.04570199661686,8,14,360,speech-inference
69871.97200947581,4778.5603544039905,65093.4116550718,93.16097683094453,43,116,390,speech-inference
69871.97200947581,4778.5603544039905,65093.4116550718,93.16097683094453,43,116,390,speech-inference
63119.2724427273,3522.7504046094327,59596.522038117866,94.41889890634295,2,8,395,speech-inference
63119.2724427273,3522.7504046094327,59596.522038117866,94.41889890634295,2,8,395,speech-inference
63700.99485725657,4655.625822922935,59045.36903433361,92.69143938276719,30,86,425,speech-inference
63700.99485725657,4655.625822922935,59045.36903433361,92.69143938276719,30,86,425,speech-inference
14725.06275437786,3617.310766772173,11107.751987605685,75.43432698990215,1,6,430,speech-inference
14725.06275437786,3617.310766772173,11107.751987605685,75.43432698990215,1,6,430,speech-inference
57393.09085061089,4516.598059965651,52876.492790645236,92.13041501507219,23,91,460,speech-inference
57393.09085061089,4516.598059965651,52876.492790645236,92.13041501507219,23,91,460,speech-inference
66259.12666628262,3609.5481508393996,62649.57851544322,94.55237590284118,4,13,465,speech-inference
66259.12666628262,3609.5481508393996,62649.57851544322,94.55237590284118,4,13,465,speech-inference
64046.36667999007,4667.081917409929,59379.28476258013,92.71296381146931,31,104,495,speech-inference
64046.36667999007,4667.081917409929,59379.28476258013,92.71296381146931,31,104,495,speech-inference
95521.03699854811,3682.154615517464,91838.88238303065,96.1451898647484,9,17,500,speech-inference
95521.03699854811,3682.154615517464,91838.88238303065,96.1451898647484,9,17,500,speech-inference
26783.286826605203,3785.6422721509944,22997.644554454208,85.86565459027035,4,4,40,speech-inference-downtown
26783.286826605203,3785.6422721509944,22997.644554454208,85.86565459027035,4,4,40,speech-inference-downtown
56596.068949642526,3842.0996331260394,52753.96931651648,93.2113666117966,6,6,75,speech-inference-downtown
56596.068949642526,3842.0996331260394,52753.96931651648,93.2113666117966,6,6,75,speech-inference-downtown
58884.35490597551,3878.0657774845085,55006.289128491,93.41409822069568,2,2,80,speech-inference-downtown
58884.35490597551,3878.0657774845085,55006.289128491,93.41409822069568,2,2,80,speech-inference-downtown
79132.36377173742,4633.8558439608705,74498.50792777656,94.14417107856461,11,11,110,speech-inference-downtown
79132.36377173742,4633.8558439608705,74498.50792777656,94.14417107856461,11,11,110,speech-inference-downtown
89151.461127895,3840.4487780810305,85311.01234981397,95.69222003824301,3,3,115,speech-inference-downtown
89151.461127895,3840.4487780810305,85311.01234981397,95.69222003824301,3,3,115,speech-inference-downtown
94659.37749980898,5067.301786479075,89592.07571332988,94.64680423607335,14,14,145,speech-inference-downtown
94659.37749980898,5067.301786479075,89592.07571332988,94.64680423607335,14,14,145,speech-inference-downtown
119513.70697363588,3750.892069652764,115762.81490398312,96.86153817446213,1,1,150,speech-inference-downtown
119513.70697363588,3750.892069652764,115762.81490398312,96.86153817446213,1,1,150,speech-inference-downtown
76781.8327461216,4998.269751783525,71783.56299433806,93.49029637217666,20,20,180,speech-inference-downtown
76781.8327461216,4998.269751783525,71783.56299433806,93.49029637217666,20,20,180,speech-inference-downtown
6016.814593484611,3789.2457983254244,2227.5687951591863,37.02239383562424,1,1,185,speech-inference-downtown
6016.814593484611,3789.2457983254244,2227.5687951591863,37.02239383562424,1,1,185,speech-inference-downtown
50278.793937590504,4168.208648008533,46110.58528958196,91.70980781046099,16,22,215,speech-inference-downtown
50278.793937590504,4168.208648008533,46110.58528958196,91.70980781046099,16,22,215,speech-inference-downtown
3759.7189021427016,3271.9834019532855,487.7355001894159,12.97265867167491,2,4,220,speech-inference-downtown
3759.7189021427016,3271.9834019532855,487.7355001894159,12.97265867167491,2,4,220,speech-inference-downtown
43986.49165524422,3769.054443336903,40217.437211907316,91.43133652740967,12,28,250,speech-inference-downtown
43986.49165524422,3769.054443336903,40217.437211907316,91.43133652740967,12,28,250,speech-inference-downtown
55652.39198678043,3279.729948592248,52372.66203818817,94.10675834136416,1,4,255,speech-inference-downtown
55652.39198678043,3279.729948592248,52372.66203818817,94.10675834136416,1,4,255,speech-inference-downtown
73334.4421970408,4212.692922559169,69121.74927448164,94.25550560371052,12,28,285,speech-inference-downtown
73334.4421970408,4212.692922559169,69121.74927448164,94.25550560371052,12,28,285,speech-inference-downtown
106824.39302029427,3662.8077023138253,103161.58531798047,96.57118791059459,3,7,290,speech-inference-downtown
106824.39302029427,3662.8077023138253,103161.58531798047,96.57118791059459,3,7,290,speech-inference-downtown
92608.18983088752,4538.179187098469,88070.01064378905,95.09959195251987,17,38,320,speech-inference-downtown
92608.18983088752,4538.179187098469,88070.01064378905,95.09959195251987,17,38,320,speech-inference-downtown
118961.33552510377,3646.5315422973067,115314.8039828065,96.93469182554043,3,7,325,speech-inference-downtown
118961.33552510377,3646.5315422973067,115314.8039828065,96.93469182554043,3,7,325,speech-inference-downtown
90666.94255178244,4586.010080801388,86080.93247098105,94.94191603716845,16,40,355,speech-inference-downtown
90666.94255178244,4586.010080801388,86080.93247098105,94.94191603716845,16,40,355,speech-inference-downtown
62081.073829381356,3132.6928989996186,58948.38093038173,94.9538680538786,1,5,360,speech-inference-downtown
62081.073829381356,3132.6928989996186,58948.38093038173,94.9538680538786,1,5,360,speech-inference-downtown
70581.96170996719,4525.656916841475,66056.3047931257,93.58808283703115,13,45,390,speech-inference-downtown
70581.96170996719,4525.656916841475,66056.3047931257,93.58808283703115,13,45,390,speech-inference-downtown
3061.759534438314,3061.759534438314,0.0,0.0,0,3,395,speech-inference-downtown
3061.759534438314,3061.759534438314,0.0,0.0,0,3,395,speech-inference-downtown
51701.41667858977,4372.003755256986,47329.412923332784,91.5437447634438,7,34,425,speech-inference-downtown
51701.41667858977,4372.003755256986,47329.412923332784,91.5437447634438,7,34,425,speech-inference-downtown
3576.555389256452,3576.555389256452,0.0,0.0,0,5,430,speech-inference-downtown
3576.555389256452,3576.555389256452,0.0,0.0,0,5,430,speech-inference-downtown
54993.516385689705,4302.638138104345,50690.878247585366,92.176099255177,6,43,460,speech-inference-downtown
54993.516385689705,4302.638138104345,50690.878247585366,92.176099255177,6,43,460,speech-inference-downtown
44821.575084367214,3503.006479950475,41318.56860441674,92.18455292265655,1,9,465,speech-inference-downtown
44821.575084367214,3503.006479950475,41318.56860441674,92.18455292265655,1,9,465,speech-inference-downtown
89353.51810608724,4535.0159821551815,84818.50212393206,94.92463634529659,10,44,495,speech-inference-downtown
89353.51810608724,4535.0159821551815,84818.50212393206,94.92463634529659,10,44,495,speech-inference-downtown
90578.45928988862,3555.8060192742446,87022.65327061438,96.07433594350044,2,9,500,speech-inference-downtown
90578.45928988862,3555.8060192742446,87022.65327061438,96.07433594350044,2,9,500,speech-inference-downtown
24316.762749073376,3848.6121047669785,20468.1506443064,84.1730079596486,4,4,40,speech-inference-industrial
24316.762749073376,3848.6121047669785,20468.1506443064,84.1730079596486,4,4,40,speech-inference-industrial
