t_wait,t_exec,t_start,memory,function_name,function_image,node,replica_id
0.0,0.3759397908220308,254.2138356114382,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,0.3795347564183942,254.33938486734527,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,1.6343964273696372,253.1635789687646,104857600,python-pi,faas-workloads/python-pi,coral_3,140634073543104
0.0,0.3853562312851295,254.46496744359396,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,0.940669425312791,253.9660326982471,104857600,python-pi,faas-workloads/python-pi,rockpi_8,140634115528912
0.0,2.0654469225910077,252.8629276031453,104857600,python-pi,faas-workloads/python-pi,rpi3_5,140634067240176
0.0,0.3778196778969516,254.59058433993155,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,0.9146523755263729,254.06642181241205,104857600,python-pi,faas-workloads/python-pi,rockpi_8,140634113121472
0.0,1.295492460662814,253.76531244246976,104857600,python-pi,faas-workloads/python-pi,nx_10,140634073730592
0.0,0.4104554395610762,254.7162365582558,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,0.37967277519689446,254.84192510268068,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,1.9124211931487594,253.36408962179343,104857600,python-pi,faas-workloads/python-pi,rpi3_5,140634067240176
0.0,1.6212421661294343,253.66498028551422,104857600,python-pi,faas-workloads/python-pi,coral_3,140634073543104
0.0,0.3735594447454105,254.96765097960267,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,0.9083161894115506,254.46818339312492,104857600,python-pi,faas-workloads/python-pi,rockpi_8,140634115528912
0.0,0.9040142573005028,254.56867762371584,104857600,python-pi,faas-workloads/python-pi,rockpi_8,140634113121472
0.0,0.3848213338197013,255.09341519776734,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,1.3065044967699748,254.2672605574617,104857600,python-pi,faas-workloads/python-pi,nx_10,140634073730592
0.0,0.38694607930645475,255.2192187683363,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,179.15420697998425,76.46859256401521,104857600,resnet50-preprocessing,faas-workloads/resnet-preprocessing,rockpi_30,140634115526992
0.0,0.3845154803546791,255.34506270495464,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,1.624621154612754,254.16683092894056,104857600,python-pi,faas-workloads/python-pi,coral_3,140634073543104
0.0,1.9450632679892692,253.8656630776165,104857600,python-pi,faas-workloads/python-pi,rpi3_5,140634067240176
0.0,0.3777369250724121,255.47094802381875,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,0.915422679087726,254.9708852795599,104857600,python-pi,faas-workloads/python-pi,rockpi_8,140634115528912
0.0,0.3737399774148571,255.59687574374465,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,0.904142034692569,255.07149745369495,104857600,python-pi,faas-workloads/python-pi,rockpi_8,140634113121472
0.0,247.5414959940694,8.48878569472077,209715200,fio,faas-workloads/fio,rpi3_3,140634115529872
0.0,1.3065026832940134,254.7697342756457,104857600,python-pi,faas-workloads/python-pi,nx_10,140634073730592
0.0,0.3845808377326989,255.72284688623665,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,179.15227331055235,77.06605622021948,104857600,resnet50-preprocessing,faas-workloads/resnet-preprocessing,rockpi_30,140634115526992
0.0,0.37167436039726454,255.8488624755566,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,1.6186200567285312,254.66919441323998,104857600,python-pi,faas-workloads/python-pi,coral_3,140634073543104
0.0,0.3871685986476905,255.97492353879352,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,2.0089480740302292,254.36771120842565,104857600,python-pi,faas-workloads/python-pi,rpi3_5,140634067240176
0.0,0.9460153594364158,255.47420272533427,104857600,python-pi,faas-workloads/python-pi,rockpi_8,140634115528912
0.0,0.9035098842028617,255.5749457889572,104857600,python-pi,faas-workloads/python-pi,rockpi_8,140634113121472
0.0,0.4036166617921708,256.1010311059338,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,1.290706804187181,255.27279773531072,104857600,python-pi,faas-workloads/python-pi,nx_10,140634073730592
0.0,0.3810154430306625,256.227186209932,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,0.37579369009506536,256.3533898867816,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,1.629710262060513,255.1721347660086,104857600,python-pi,faas-workloads/python-pi,coral_3,140634073543104
0.0,1.9701977940665358,254.87029772580993,104857600,python-pi,faas-workloads/python-pi,rpi3_5,140634067240176
0.0,0.37654400183652115,256.47964317558734,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,179.19310675690699,77.66855521774184,104857600,resnet50-preprocessing,faas-workloads/resnet-preprocessing,rockpi_30,140634115526992
0.0,0.9066462506436324,256.0790877515592,104857600,python-pi,faas-workloads/python-pi,rockpi_8,140634115528912
0.0,0.3817177375093479,256.60594711863706,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,1.299661409411243,255.7765156689389,104857600,python-pi,faas-workloads/python-pi,nx_10,140634073730592
0.0,0.9281697797196671,256.1800051589722,104857600,python-pi,faas-workloads/python-pi,rockpi_8,140634113121472
0.0,0.39704627642919377,256.7323027614746,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,0.38245138127700784,256.85871115297334,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
0.0,1.616154994543166,255.6757165954165,104857600,python-pi,faas-workloads/python-pi,coral_3,140634073543104
0.0,1.9310225563352503,255.37348688144957,104857600,python-pi,faas-workloads/python-pi,rpi3_5,140634067240176
0.0,0.3865426977449147,256.98517334541003,419430400,resnet50-inference,faas-workloads/resnet-inference-gpu,nx_10,140634115287472
