value,function_name,node_name,replica_id
deploy,resnet50-inference,nx_10,139718327019808
deploy,speech-inference,rockpi_30,139718327020672
deploy,resnet50-preprocessing,rockpi_30,139718327275616
deploy,resnet50-training,nano_3,139718327276576
deploy,python-pi,rockpi_8,139718327277536
deploy,fio,rpi3_3,139718327278496
startup,fio,rpi3_3,139718327278496
setup,fio,rpi3_3,139718327278496
finish,fio,rpi3_3,139718327278496
startup,python-pi,rockpi_8,139718327277536
setup,python-pi,rockpi_8,139718327277536
finish,python-pi,rockpi_8,139718327277536
startup,speech-inference,rockpi_30,139718327020672
setup,speech-inference,rockpi_30,139718327020672
startup,resnet50-inference,nx_10,139718327019808
setup,resnet50-inference,nx_10,139718327019808
startup,resnet50-training,nano_3,139718327276576
setup,resnet50-training,nano_3,139718327276576
finish,resnet50-training,nano_3,139718327276576
finish,speech-inference,rockpi_30,139718327020672
finish,resnet50-inference,nx_10,139718327019808
startup,resnet50-preprocessing,rockpi_30,139718327275616
setup,resnet50-preprocessing,rockpi_30,139718327275616
finish,resnet50-preprocessing,rockpi_30,139718327275616
deploy,resnet50-inference,nx_3,139718323807152
deploy,speech-inference,rockpi_8,139718324129600
deploy,resnet50-training,nano_17,139718324130944
deploy,python-pi,nx_10,139718324131136
deploy,fio,rpi3_3,139718324132096
startup,fio,rpi3_3,139718324132096
setup,fio,rpi3_3,139718324132096
finish,fio,rpi3_3,139718324132096
startup,speech-inference,rockpi_8,139718324129600
setup,speech-inference,rockpi_8,139718324129600
startup,python-pi,nx_10,139718324131136
setup,python-pi,nx_10,139718324131136
finish,python-pi,nx_10,139718324131136
finish,speech-inference,rockpi_8,139718324129600
startup,resnet50-inference,nx_3,139718323807152
setup,resnet50-inference,nx_3,139718323807152
startup,resnet50-training,nano_17,139718324130944
setup,resnet50-training,nano_17,139718324130944
finish,resnet50-training,nano_17,139718324130944
finish,resnet50-inference,nx_3,139718323807152
deploy,resnet50-inference,nano_15,139718321042912
deploy,speech-inference,coral_1,139718321169856
