value,name,function_id
deploy,resnet50-inference,139718327121904
deploy,speech-inference,139718327122960
deploy,resnet50-preprocessing,139718327140608
deploy,resnet50-training,139718327141424
deploy,python-pi,139718327142624
deploy,fio,139718327143440
