value,function_name,image,replica_id,node_name,successful
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,139718327019808,,
queue,speech-inference,faas-workloads/speech-inference-tflite,139718327020672,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,139718327019808,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,139718327019808,nx_10,True
queue,resnet50-preprocessing,faas-workloads/resnet-preprocessing,139718327275616,,
queue,resnet50-training,faas-workloads/resnet-training-gpu,139718327276576,,
queue,python-pi,faas-workloads/python-pi,139718327277536,,
queue,fio,faas-workloads/fio,139718327278496,,
start,speech-inference,faas-workloads/speech-inference-tflite,139718327020672,,
finish,speech-inference,faas-workloads/speech-inference-tflite,139718327020672,rockpi_30,True
start,resnet50-preprocessing,faas-workloads/resnet-preprocessing,139718327275616,,
finish,resnet50-preprocessing,faas-workloads/resnet-preprocessing,139718327275616,rockpi_30,True
start,resnet50-training,faas-workloads/resnet-training-gpu,139718327276576,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,139718327276576,nano_3,True
start,python-pi,faas-workloads/python-pi,139718327277536,,
finish,python-pi,faas-workloads/python-pi,139718327277536,rockpi_8,True
start,fio,faas-workloads/fio,139718327278496,,
finish,fio,faas-workloads/fio,139718327278496,rpi3_3,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,139718323807152,,
queue,speech-inference,faas-workloads/speech-inference-tflite,139718324129600,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,139718323807152,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,139718323807152,nx_3,True
queue,resnet50-training,faas-workloads/resnet-training-gpu,139718324130944,,
queue,python-pi,faas-workloads/python-pi,139718324131136,,
queue,fio,faas-workloads/fio,139718324132096,,
start,speech-inference,faas-workloads/speech-inference-tflite,139718324129600,,
finish,speech-inference,faas-workloads/speech-inference-tflite,139718324129600,rockpi_8,True
start,resnet50-training,faas-workloads/resnet-training-gpu,139718324130944,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,139718324130944,nano_17,True
start,python-pi,faas-workloads/python-pi,139718324131136,,
finish,python-pi,faas-workloads/python-pi,139718324131136,nx_10,True
start,fio,faas-workloads/fio,139718324132096,,
finish,fio,faas-workloads/fio,139718324132096,rpi3_3,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,139718321042912,,
queue,speech-inference,faas-workloads/speech-inference-tflite,139718321169856,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,139718321042912,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,139718321042912,nano_15,True
queue,resnet50-training,faas-workloads/resnet-training-gpu,139718321170384,,
queue,python-pi,faas-workloads/python-pi,139718321171872,,
queue,fio,faas-workloads/fio,139718321172640,,
start,speech-inference,faas-workloads/speech-inference-tflite,139718321169856,,
finish,speech-inference,faas-workloads/speech-inference-tflite,139718321169856,coral_1,True
start,resnet50-training,faas-workloads/resnet-training-gpu,139718321170384,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,139718321170384,nano_26,True
start,python-pi,faas-workloads/python-pi,139718321171872,,
finish,python-pi,faas-workloads/python-pi,139718321171872,coral_3,True
start,fio,faas-workloads/fio,139718321172640,,
finish,fio,faas-workloads/fio,139718321172640,rpi3_4,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,139718316260704,,
queue,speech-inference,faas-workloads/speech-inference-tflite,139718316436752,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,139718316260704,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,139718316260704,nx_13,True
queue,resnet50-training,faas-workloads/resnet-training-gpu,139718316437280,,
queue,python-pi,faas-workloads/python-pi,139718316438624,,
queue,fio,faas-workloads/fio,139718316439392,,
start,speech-inference,faas-workloads/speech-inference-tflite,139718316436752,,
finish,speech-inference,faas-workloads/speech-inference-tflite,139718316436752,rpi3_5,True
start,resnet50-training,faas-workloads/resnet-training-gpu,139718316437280,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,139718316437280,nano_18,True
start,python-pi,faas-workloads/python-pi,139718316438624,,
finish,python-pi,faas-workloads/python-pi,139718316438624,rockpi_13,True
start,fio,faas-workloads/fio,139718316439392,,
finish,fio,faas-workloads/fio,139718316439392,rpi3_4,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,139718324918000,,
queue,speech-inference,faas-workloads/speech-inference-tflite,139718311943696,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,139718324918000,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,139718324918000,nano_19,True
queue,resnet50-training,faas-workloads/resnet-training-gpu,139718311944224,,
queue,python-pi,faas-workloads/python-pi,139718311945568,,
queue,fio,faas-workloads/fio,139718311946336,,
start,speech-inference,faas-workloads/speech-inference-tflite,139718311943696,,
finish,speech-inference,faas-workloads/speech-inference-tflite,139718311943696,rockpi_13,True
start,resnet50-training,faas-workloads/resnet-training-gpu,139718311944224,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,139718311944224,nx_4,True
start,python-pi,faas-workloads/python-pi,139718311945568,,
finish,python-pi,faas-workloads/python-pi,139718311945568,nx_3,True
start,fio,faas-workloads/fio,139718311946336,,
