bytes,duration,source,sink,action_type
20000000,0.16764499121468562,registry,rpi3_21,docker_pull
20000000,0.16784154756841277,registry,rpi3_22,docker_pull
62000000,0.514428432457625,registry,rockpi_16,docker_pull
62000000,0.5141971311442727,registry,rockpi_23,docker_pull
40000000,0.6568912819304729,registry,rockpi_30,docker_pull
40000000,0.65893800595926,registry,rockpi_25,docker_pull
100000000,0.8262211631665509,registry,nano_15,docker_pull
100000000,0.8278291749518977,registry,nx_0,docker_pull
100000000,0.8262558798814615,registry,nano_17,docker_pull
100000000,0.8276198459496531,registry,nano_0,docker_pull
100000000,0.8263038748244198,registry,nx_12,docker_pull
100000000,0.8280163379663112,registry,nano_1,docker_pull
48000000,0.8950676004727385,rockpi_9,rockpi_30,data_download
191000000,2.1817348239304626,registry,rockpi_25,docker_pull
48000000,2.0374003483784087,rockpi_9,rockpi_30,data_download
48000000,2.1333722580865837,rockpi_9,rockpi_25,data_download
103000000,2.965334128620969,rockpi_9,nano_17,data_download
103000000,3.4531646006606884,rockpi_9,nano_15,data_download
103000000,3.4680671858108028,rockpi_9,nano_0,data_download
103000000,3.5322720689157228,rockpi_9,nx_0,data_download
20000000,0.16815907472425362,registry,rpi3_3,docker_pull
40000000,0.3334176596901379,registry,rockpi_23,docker_pull
40000000,0.33281309635532885,registry,nx_0,docker_pull
40000000,0.3328249143655073,registry,coral_0,docker_pull
55000000,0.4567318493781656,registry,rpi3_27,docker_pull
55000000,0.45647923742544716,registry,rpi3_28,docker_pull
55000000,0.4567071321016094,registry,rpi3_29,docker_pull
100000000,0.826208491263972,registry,nx_10,docker_pull
100000000,0.8276957788565928,registry,nano_2,docker_pull
100000000,0.8262732788200964,registry,nano_12,docker_pull
100000000,0.8261188511685749,registry,nx_13,docker_pull
137000000,1.1328928870981763,registry,rpi3_23,docker_pull
58000000,4.984980494235038,rockpi_9,nano_1,data_download
58000000,5.472778772037768,rockpi_9,nano_1,data_download
20000000,0.16827612136549064,registry,rpi3_4,docker_pull
20000000,0.16846409557180664,registry,rpi3_5,docker_pull
62000000,0.5142349797207917,registry,rockpi_11,docker_pull
62000000,0.5146223713441369,registry,coral_1,docker_pull
40000000,0.6608478702838241,registry,rockpi_4,docker_pull
58000000,6.09058031707344,rockpi_9,nx_12,data_download
100000000,0.8264331293344842,registry,nx_14,docker_pull
100000000,0.8262050923015458,registry,nx_4,docker_pull
100000000,0.8261617056001072,registry,nx_7,docker_pull
100000000,0.8263054318466114,registry,nano_7,docker_pull
58000000,6.489702133115734,rockpi_9,nx_12,data_download
58000000,6.601916136871034,rockpi_9,nano_1,data_download
58000000,6.664461826186081,rockpi_9,nano_1,data_download
48000000,6.304463992253278,rockpi_9,coral_0,data_download
48000000,6.313066464774687,rockpi_9,rockpi_23,data_download
48000000,6.33114816288802,rockpi_9,nx_0,data_download
191000000,1.9865765929088397,registry,rockpi_4,docker_pull
58000000,7.593848401944404,rockpi_9,nx_12,data_download
58000000,7.5906539022803425,rockpi_9,nx_12,data_download
58000000,7.456904239455925,rockpi_9,nx_13,data_download
58000000,7.458159191732994,rockpi_9,nx_13,data_download
58000000,7.611909717589138,rockpi_9,nx_13,data_download
58000000,6.727258336181107,rockpi_9,nx_13,data_download
20000000,0.16800764335101626,registry,rpi3_0,docker_pull
40000000,0.3331042151089054,registry,coral_2,docker_pull
62000000,0.5130676961830627,registry,nx_12,docker_pull
62000000,0.514599673997088,registry,rockpi_33,docker_pull
48000000,4.929213102778672,rockpi_9,rockpi_4,data_download
100000000,0.826156122430703,registry,nano_5,docker_pull
100000000,0.8277046965611756,registry,nano_3,docker_pull
100000000,0.8280694451324013,registry,nano_4,docker_pull
191000000,1.5782748270008504,registry,coral_3,docker_pull
103000000,10.9519431403745,rockpi_9,nx_10,data_download
58000000,5.3999182441681235,rockpi_9,nano_7,data_download
103000000,11.709682613190761,rockpi_9,nano_2,data_download
103000000,11.895012925823949,rockpi_9,nano_12,data_download
58000000,5.312824176470423,rockpi_9,nano_7,data_download
