FAAS SIMULATION SUMMARY
======================

Report generated: 2025-07-21 16:02:01

Topology Overview:
  Number of nodes: 186
  Number of functions: 15
  Number of images: 5

Node Distribution:
  xeongpu_0: 2952 invocations (3.5%)
  nano_0: 2700 invocations (3.2%)
  nano_2: 1735 invocations (2.0%)
  nano_1: 2785 invocations (3.3%)
  rpi4_56: 1129 invocations (1.3%)
  rpi4_49: 733 invocations (0.9%)
  rpi4_48: 733 invocations (0.9%)
  rockpi_11: 512 invocations (0.6%)
  rockpi_14: 527 invocations (0.6%)
  rockpi_22: 1408 invocations (1.7%)
  rockpi_21: 886 invocations (1.0%)
  rockpi_9: 992 invocations (1.2%)
  rpi4_20: 498 invocations (0.6%)
  rpi4_21: 500 invocations (0.6%)
  rpi3_54: 371 invocations (0.4%)
  rpi3_55: 374 invocations (0.4%)
  rockpi_15: 870 invocations (1.0%)
  rockpi_8: 1104 invocations (1.3%)
  coral_2: 521 invocations (0.6%)
  rockpi_26: 859 invocations (1.0%)
  rpi4_52: 1099 invocations (1.3%)
  rpi4_4: 304 invocations (0.4%)
  rpi4_50: 304 invocations (0.4%)
  rpi4_5: 304 invocations (0.4%)
  rpi4_51: 304 invocations (0.4%)
  rpi3_56: 317 invocations (0.4%)
  rpi4_53: 1092 invocations (1.3%)
  rpi3_45: 434 invocations (0.5%)
  rpi3_46: 437 invocations (0.5%)
  rpi3_47: 434 invocations (0.5%)
  coral_0: 467 invocations (0.5%)
  rockpi_19: 495 invocations (0.6%)
  rpi3_35: 369 invocations (0.4%)
  rpi3_34: 371 invocations (0.4%)
  rpi3_33: 369 invocations (0.4%)
  rpi4_36: 534 invocations (0.6%)
  rpi4_37: 383 invocations (0.4%)
  rpi4_0: 567 invocations (0.7%)
  rockpi_16: 488 invocations (0.6%)
  rockpi_18: 488 invocations (0.6%)
  rpi4_1: 711 invocations (0.8%)
  rpi4_35: 180 invocations (0.2%)
  rpi4_57: 534 invocations (0.6%)
  rockpi_4: 482 invocations (0.6%)
  rockpi_3: 648 invocations (0.8%)
  rockpi_25: 1317 invocations (1.5%)
  rpi3_53: 365 invocations (0.4%)
  rockpi_6: 479 invocations (0.6%)
  rpi4_34: 336 invocations (0.4%)
  rockpi_5: 638 invocations (0.7%)
  rockpi_13: 646 invocations (0.8%)
  rpi3_41: 60 invocations (0.1%)
  rpi3_40: 60 invocations (0.1%)
  rockpi_10: 1284 invocations (1.5%)
  rpi3_17: 359 invocations (0.4%)
  rpi3_16: 160 invocations (0.2%)
  rpi3_52: 604 invocations (0.7%)
  rockpi_12: 461 invocations (0.5%)
  coral_4: 400 invocations (0.5%)
  rockpi_29: 612 invocations (0.7%)
  rpi3_14: 60 invocations (0.1%)
  rpi3_36: 402 invocations (0.5%)
  rpi3_37: 399 invocations (0.5%)
  rpi3_38: 398 invocations (0.5%)
  rpi3_51: 400 invocations (0.5%)
  coral_1: 164 invocations (0.2%)
  rockpi_7: 450 invocations (0.5%)
  rockpi_17: 900 invocations (1.1%)
  rockpi_24: 900 invocations (1.1%)
  rpi3_25: 57 invocations (0.1%)
  rpi3_26: 57 invocations (0.1%)
  rpi3_22: 57 invocations (0.1%)
  rpi3_21: 56 invocations (0.1%)
  rpi3_57: 56 invocations (0.1%)
  rpi3_58: 56 invocations (0.1%)
  rpi3_9: 56 invocations (0.1%)
  rpi3_59: 56 invocations (0.1%)
  rpi4_12: 88 invocations (0.1%)
  rockpi_30: 873 invocations (1.0%)
  rpi3_6: 56 invocations (0.1%)
  rockpi_0: 873 invocations (1.0%)
  rpi3_5: 56 invocations (0.1%)
  rpi3_3: 56 invocations (0.1%)
  rpi3_4: 56 invocations (0.1%)
  xeoncpu_5: 980 invocations (1.1%)
