FUNCTION DEPLOYMENT TIMELINE
============================

Report generated: 2025-07-22 10:29:34

Total deployment events: 865
Number of node-function combinations: 326

Event Type Summary:
  Deployment events: 15
  Replica events: 579
  Network events: 271

CHRONOLOGICAL TIMELINE
======================

t=   0.0s | deployment | global               | resnet50-inference        | deploy resnet50-inference
t=   4.4s | network    | nuc_17 → nx_3        | unknown                   | data_download (55.3 MB)
t=   4.5s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=   4.6s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=   4.7s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=   4.8s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=   4.9s | network    | registry → rpi3_38   | unknown                   | docker_pull (31.5 MB)
t=   5.0s | replica    | rockpi_95            | speech-inference          | deploy replica of speech-inference
t=   5.0s | network    | registry → rpi4_148  | unknown                   | docker_pull (31.5 MB)
t=   5.1s | network    | registry → rpi4_149  | unknown                   | docker_pull (31.5 MB)
t=   5.2s | network    | registry → rpi3_165  | unknown                   | docker_pull (31.5 MB)
t=   5.3s | network    | nuc_17 → rpi3_38     | unknown                   | data_download (45.8 MB)
t=   5.4s | network    | nuc_17 → rpi4_148    | unknown                   | data_download (45.8 MB)
t=   5.5s | network    | nuc_17 → rpi4_149    | unknown                   | data_download (45.8 MB)
t=   5.6s | network    | nuc_17 → rpi3_165    | unknown                   | data_download (45.8 MB)
t=   5.7s | network    | registry → rpi3_166  | unknown                   | docker_pull (31.5 MB)
t=   5.8s | network    | registry → rpi3_167  | unknown                   | docker_pull (31.5 MB)
t=   5.9s | network    | registry → rpi4_66   | unknown                   | docker_pull (31.5 MB)
t=   6.0s | replica    | rockpi_95            | speech-inference-downtown | deploy replica of speech-inference-downtown
t=   6.0s | network    | registry → rpi4_67   | unknown                   | docker_pull (31.5 MB)
t=   6.1s | network    | registry → rpi4_10   | unknown                   | docker_pull (130.7 MB)
t=   6.2s | network    | nuc_17 → rpi3_166    | unknown                   | data_download (45.8 MB)
t=   6.3s | network    | nuc_17 → rpi3_167    | unknown                   | data_download (45.8 MB)
t=   6.4s | network    | nuc_17 → rpi4_66     | unknown                   | data_download (45.8 MB)
t=   6.5s | network    | nuc_17 → rpi4_67     | unknown                   | data_download (45.8 MB)
t=   6.6s | network    | registry → rpi4_11   | unknown                   | docker_pull (31.5 MB)
t=   6.7s | network    | registry → rpi3_24   | unknown                   | docker_pull (31.5 MB)
t=   6.8s | network    | registry → rpi3_25   | unknown                   | docker_pull (31.5 MB)
t=   6.9s | network    | registry → rpi3_26   | unknown                   | docker_pull (31.5 MB)
t=   7.0s | replica    | rockpi_95            | speech-inference-downtown | startup replica of speech-inference-downtown
t=   7.0s | network    | nuc_17 → rpi4_11     | unknown                   | data_download (45.8 MB)
t=   7.1s | network    | nuc_17 → rpi3_25     | unknown                   | data_download (45.8 MB)
t=   7.2s | network    | nuc_17 → rpi3_24     | unknown                   | data_download (45.8 MB)
t=   7.3s | network    | nuc_17 → rpi3_26     | unknown                   | data_download (45.8 MB)
t=   7.4s | network    | registry → rpi4_160  | unknown                   | docker_pull (31.5 MB)
t=   7.5s | network    | registry → rpi4_161  | unknown                   | docker_pull (31.5 MB)
t=   7.6s | network    | nuc_17 → rpi4_66     | unknown                   | data_download (45.8 MB)
t=   7.7s | network    | nuc_17 → rpi3_25     | unknown                   | data_download (45.8 MB)
t=   7.8s | network    | nuc_17 → rpi4_161    | unknown                   | data_download (45.8 MB)
t=   7.9s | network    | nuc_17 → rpi4_160    | unknown                   | data_download (45.8 MB)
t=   8.0s | replica    | rockpi_95            | speech-inference-downtown | setup replica of speech-inference-downtown
t=   8.0s | network    | registry → rpi4_96   | unknown                   | docker_pull (31.5 MB)
t=   8.1s | network    | registry → rpi4_97   | unknown                   | docker_pull (31.5 MB)
t=   8.2s | network    | registry → rpi3_84   | unknown                   | docker_pull (31.5 MB)
t=   8.3s | network    | registry → rpi3_85   | unknown                   | docker_pull (31.5 MB)
t=   8.4s | network    | nuc_17 → rpi4_96     | unknown                   | data_download (45.8 MB)
t=   8.5s | network    | nuc_17 → rpi4_97     | unknown                   | data_download (45.8 MB)
t=   8.6s | network    | nuc_17 → rpi3_84     | unknown                   | data_download (45.8 MB)
t=   8.7s | network    | nuc_17 → rpi3_85     | unknown                   | data_download (45.8 MB)
t=   8.8s | network    | registry → rpi3_86   | unknown                   | docker_pull (31.5 MB)
t=   8.9s | network    | registry → rpi4_136  | unknown                   | docker_pull (31.5 MB)
t=   9.0s | replica    | rockpi_29            | speech-inference-suburb   | deploy replica of speech-inference-suburb
t=   9.0s | network    | registry → rpi4_137  | unknown                   | docker_pull (31.5 MB)
t=   9.1s | network    | nuc_17 → rpi3_84     | unknown                   | data_download (45.8 MB)
t=   9.2s | network    | nuc_17 → rpi4_137    | unknown                   | data_download (45.8 MB)
t=   9.3s | network    | nuc_17 → rpi4_136    | unknown                   | data_download (45.8 MB)
t=   9.4s | network    | nuc_17 → rpi3_86     | unknown                   | data_download (45.8 MB)
t=   9.5s | network    | registry → rockpi_33 | unknown                   | docker_pull (182.2 MB)
t=   9.6s | network    | registry → rpi4_70   | unknown                   | docker_pull (31.5 MB)
t=   9.7s | network    | registry → rpi4_71   | unknown                   | docker_pull (31.5 MB)
t=   9.8s | network    | registry → rockpi_45 | unknown                   | docker_pull (38.1 MB)
t=   9.9s | network    | nuc_17 → rockpi_45   | unknown                   | data_download (45.8 MB)
t=  10.0s | replica    | rockpi_29            | speech-inference-industrial | deploy replica of speech-inference-industrial
t=  10.0s | network    | nuc_17 → rpi4_70     | unknown                   | data_download (45.8 MB)
t=  10.1s | network    | nuc_17 → rpi4_71     | unknown                   | data_download (45.8 MB)
t=  10.2s | network    | nuc_17 → rockpi_45   | unknown                   | data_download (45.8 MB)
t=  10.3s | network    | nx_3 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  10.4s | network    | nx_3 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  10.5s | network    | nx_3 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  10.6s | network    | nx_2 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  10.7s | network    | nx_3 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  10.8s | network    | nuc_17 → nx_3        | unknown                   | data_download (55.3 MB)
t=  10.9s | network    | nx_2 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  11.0s | replica    | rockpi_29            | speech-inference-industrial | startup replica of speech-inference-industrial
t=  11.0s | network    | nx_2 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  11.1s | network    | nx_2 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  11.2s | network    | nuc_17 → nx_3        | unknown                   | data_download (55.3 MB)
t=  11.3s | network    | nuc_17 → nx_3        | unknown                   | data_download (55.3 MB)
t=  11.4s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=  11.5s | network    | nuc_17 → nx_3        | unknown                   | data_download (55.3 MB)
t=  11.6s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=  11.7s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=  11.8s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=  11.9s | network    | registry → rockpi_5  | unknown                   | docker_pull (38.1 MB)
t=  12.0s | replica    | rockpi_29            | speech-inference-industrial | setup replica of speech-inference-industrial
t=  12.0s | network    | nuc_17 → rpi4_136    | unknown                   | data_download (45.8 MB)
t=  12.1s | network    | nuc_17 → rpi4_70     | unknown                   | data_download (45.8 MB)
t=  12.2s | network    | nuc_17 → rockpi_5    | unknown                   | data_download (45.8 MB)
t=  12.3s | network    | nuc_17 → rockpi_5    | unknown                   | data_download (45.8 MB)
t=  12.4s | network    | registry → coral_0   | unknown                   | docker_pull (182.2 MB)
t=  12.5s | network    | registry → coral_1   | unknown                   | docker_pull (38.1 MB)
t=  12.6s | network    | registry → nx_0      | unknown                   | docker_pull (38.1 MB)
t=  12.7s | network    | nuc_17 → coral_1     | unknown                   | data_download (45.8 MB)
t=  12.8s | network    | nuc_17 → nx_0        | unknown                   | data_download (45.8 MB)
t=  12.9s | network    | registry → rockpi_76 | unknown                   | docker_pull (38.1 MB)
t=  13.0s | replica    | rockpi_0             | resnet50-preprocessing    | deploy replica of resnet50-preprocessing
t=  13.0s | network    | nuc_17 → rockpi_5    | unknown                   | data_download (45.8 MB)
t=  13.1s | network    | registry → rockpi_50 | unknown                   | docker_pull (38.1 MB)
t=  13.2s | network    | nuc_17 → rockpi_76   | unknown                   | data_download (45.8 MB)
t=  13.3s | network    | nuc_17 → rockpi_76   | unknown                   | data_download (45.8 MB)
t=  13.4s | network    | nuc_17 → rockpi_50   | unknown                   | data_download (45.8 MB)
t=  13.5s | network    | registry → rockpi_57 | unknown                   | docker_pull (182.2 MB)
t=  13.6s | network    | registry → rockpi_50 | unknown                   | docker_pull (182.2 MB)
t=  13.7s | network    | registry → rockpi_57 | unknown                   | docker_pull (38.1 MB)
t=  13.8s | network    | nuc_17 → rockpi_76   | unknown                   | data_download (45.8 MB)
t=  13.9s | network    | nuc_17 → rockpi_57   | unknown                   | data_download (45.8 MB)
t=  14.0s | replica    | rockpi_0             | resnet50-preprocessing-downtown | deploy replica of resnet50-preprocessing-downtown
t=  14.0s | network    | registry → rpi4_46   | unknown                   | docker_pull (31.5 MB)
t=  14.1s | network    | registry → rpi4_47   | unknown                   | docker_pull (31.5 MB)
t=  14.2s | network    | registry → rpi4_78   | unknown                   | docker_pull (31.5 MB)
t=  14.3s | network    | nuc_17 → rpi4_160    | unknown                   | data_download (45.8 MB)
t=  14.4s | network    | registry → rpi4_79   | unknown                   | docker_pull (130.7 MB)
t=  14.5s | network    | nuc_17 → rpi4_46     | unknown                   | data_download (45.8 MB)
t=  14.6s | network    | registry → rpi4_74   | unknown                   | docker_pull (130.7 MB)
t=  14.7s | network    | nuc_17 → rpi4_78     | unknown                   | data_download (45.8 MB)
t=  14.8s | network    | nuc_17 → rpi4_47     | unknown                   | data_download (45.8 MB)
t=  14.9s | network    | registry → rpi4_75   | unknown                   | docker_pull (31.5 MB)
t=  15.0s | replica    | rockpi_0             | resnet50-preprocessing-downtown | startup replica of resnet50-preprocessing-downtown
t=  15.0s | network    | registry → rockpi_4  | unknown                   | docker_pull (38.1 MB)
t=  15.1s | network    | registry → rockpi_66 | unknown                   | docker_pull (38.1 MB)
t=  15.2s | network    | nuc_17 → rockpi_66   | unknown                   | data_download (45.8 MB)
t=  15.3s | network    | nuc_17 → rpi4_75     | unknown                   | data_download (45.8 MB)
t=  15.4s | network    | nuc_17 → rockpi_4    | unknown                   | data_download (45.8 MB)
t=  15.5s | network    | nuc_17 → rockpi_66   | unknown                   | data_download (45.8 MB)
t=  15.6s | network    | registry → rockpi_24 | unknown                   | docker_pull (38.1 MB)
t=  15.7s | network    | nuc_17 → rpi4_47     | unknown                   | data_download (45.8 MB)
t=  15.8s | network    | nuc_17 → rockpi_66   | unknown                   | data_download (45.8 MB)
t=  15.9s | network    | nuc_17 → rockpi_4    | unknown                   | data_download (45.8 MB)
t=  16.0s | replica    | rockpi_0             | resnet50-preprocessing-downtown | setup replica of resnet50-preprocessing-downtown
t=  16.0s | network    | registry → rockpi_10 | unknown                   | docker_pull (182.2 MB)
t=  16.1s | network    | nuc_17 → rockpi_24   | unknown                   | data_download (45.8 MB)
t=  16.2s | network    | registry → rockpi_24 | unknown                   | docker_pull (182.2 MB)
t=  16.3s | network    | registry → rpi4_118  | unknown                   | docker_pull (31.5 MB)
t=  16.4s | network    | registry → rockpi_10 | unknown                   | docker_pull (38.1 MB)
t=  16.5s | network    | registry → rpi4_119  | unknown                   | docker_pull (31.5 MB)
t=  16.6s | network    | registry → rockpi_40 | unknown                   | docker_pull (38.1 MB)
t=  16.7s | network    | nuc_17 → rpi4_118    | unknown                   | data_download (45.8 MB)
t=  16.8s | network    | nuc_17 → rockpi_10   | unknown                   | data_download (45.8 MB)
t=  16.9s | network    | nuc_17 → rpi4_119    | unknown                   | data_download (45.8 MB)
t=  17.0s | replica    | rockpi_0             | resnet50-preprocessing-downtown | finish replica of resnet50-preprocessing-downtown
t=  17.0s | network    | nuc_17 → rockpi_40   | unknown                   | data_download (45.8 MB)
t=  17.1s | network    | nx_3 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  17.2s | network    | nuc_17 → nx_3        | unknown                   | data_download (55.3 MB)
t=  17.3s | network    | nx_3 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  17.4s | network    | nx_2 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  17.5s | network    | nx_2 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  17.6s | network    | nx_2 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  17.7s | network    | nuc_17 → nx_3        | unknown                   | data_download (55.3 MB)
t=  17.8s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=  17.9s | network    | nx_3 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  18.0s | replica    | rpi3_36              | resnet50-preprocessing-suburb | deploy replica of resnet50-preprocessing-suburb
t=  18.0s | network    | nx_2 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  18.1s | network    | nx_3 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  18.2s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=  18.3s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=  18.4s | network    | nuc_17 → nx_3        | unknown                   | data_download (55.3 MB)
t=  18.5s | network    | nuc_17 → nx_3        | unknown                   | data_download (55.3 MB)
t=  18.6s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=  18.7s | network    | registry → nx_1      | unknown                   | docker_pull (38.1 MB)
t=  18.8s | network    | registry → coral_2   | unknown                   | docker_pull (38.1 MB)
t=  18.9s | network    | registry → coral_3   | unknown                   | docker_pull (38.1 MB)
t=  19.0s | replica    | rpi3_37              | resnet50-preprocessing-industrial | deploy replica of resnet50-preprocessing-industrial
t=  19.0s | network    | nuc_17 → rockpi_40   | unknown                   | data_download (45.8 MB)
t=  19.1s | network    | nuc_17 → coral_2     | unknown                   | data_download (45.8 MB)
t=  19.2s | network    | registry → rpi3_99   | unknown                   | docker_pull (130.7 MB)
t=  19.3s | network    | nuc_17 → nx_1        | unknown                   | data_download (45.8 MB)
t=  19.4s | network    | nuc_17 → coral_3     | unknown                   | data_download (45.8 MB)
t=  19.5s | network    | registry → nx_2      | unknown                   | docker_pull (182.2 MB)
t=  19.6s | network    | registry → rpi3_100  | unknown                   | docker_pull (31.5 MB)
t=  19.7s | network    | registry → rpi3_101  | unknown                   | docker_pull (31.5 MB)
t=  19.8s | network    | registry → rpi4_110  | unknown                   | docker_pull (31.5 MB)
t=  19.9s | network    | registry → rpi4_111  | unknown                   | docker_pull (31.5 MB)
t=  20.0s | replica    | nx_2                 | resnet50-training         | deploy replica of resnet50-training
t=  20.0s | network    | nuc_17 → rpi3_100    | unknown                   | data_download (45.8 MB)
t=  20.1s | network    | nuc_17 → rpi3_101    | unknown                   | data_download (45.8 MB)
t=  20.2s | network    | nuc_17 → rpi4_110    | unknown                   | data_download (45.8 MB)
t=  20.3s | network    | nuc_17 → rpi4_111    | unknown                   | data_download (45.8 MB)
t=  20.4s | network    | nuc_17 → rockpi_4    | unknown                   | data_download (45.8 MB)
t=  20.5s | network    | nuc_17 → rpi4_119    | unknown                   | data_download (45.8 MB)
t=  20.6s | network    | nuc_17 → rpi4_110    | unknown                   | data_download (45.8 MB)
t=  20.7s | network    | nuc_17 → coral_2     | unknown                   | data_download (45.8 MB)
t=  20.8s | network    | registry → rockpi_54 | unknown                   | docker_pull (182.2 MB)
t=  20.9s | network    | registry → rpi4_178  | unknown                   | docker_pull (31.5 MB)
t=  21.0s | replica    | nx_3                 | resnet50-training-downtown | deploy replica of resnet50-training-downtown
t=  21.0s | network    | registry → rpi4_179  | unknown                   | docker_pull (31.5 MB)
t=  21.1s | network    | registry → rpi3_114  | unknown                   | docker_pull (31.5 MB)
t=  21.2s | network    | registry → rpi3_115  | unknown                   | docker_pull (31.5 MB)
t=  21.3s | network    | nuc_17 → rpi4_178    | unknown                   | data_download (45.8 MB)
t=  21.4s | network    | nuc_17 → rpi4_179    | unknown                   | data_download (45.8 MB)
t=  21.5s | network    | nuc_17 → rpi3_114    | unknown                   | data_download (45.8 MB)
t=  21.6s | network    | nuc_17 → rpi3_115    | unknown                   | data_download (45.8 MB)
t=  21.7s | network    | registry → rpi3_116  | unknown                   | docker_pull (31.5 MB)
t=  21.8s | network    | registry → rpi4_2    | unknown                   | docker_pull (31.5 MB)
t=  21.9s | network    | nuc_17 → coral_2     | unknown                   | data_download (45.8 MB)
t=  22.0s | replica    | rockpi_95            | speech-inference          | startup replica of speech-inference
t=  22.0s | network    | registry → rpi4_3    | unknown                   | docker_pull (130.7 MB)
t=  22.1s | network    | nuc_17 → rpi3_114    | unknown                   | data_download (45.8 MB)
t=  22.2s | network    | registry → rpi3_159  | unknown                   | docker_pull (130.7 MB)
t=  22.3s | network    | nuc_17 → rpi4_2      | unknown                   | data_download (45.8 MB)
t=  22.4s | network    | nuc_17 → rpi3_116    | unknown                   | data_download (45.8 MB)
t=  22.5s | network    | registry → rpi3_160  | unknown                   | docker_pull (31.5 MB)
t=  22.6s | network    | registry → rpi3_161  | unknown                   | docker_pull (31.5 MB)
t=  22.7s | network    | registry → rpi3_174  | unknown                   | docker_pull (31.5 MB)
t=  22.8s | network    | nuc_17 → rpi3_160    | unknown                   | data_download (45.8 MB)
t=  22.9s | network    | nuc_17 → rpi3_161    | unknown                   | data_download (45.8 MB)
t=  23.0s | replica    | rockpi_95            | speech-inference          | setup replica of speech-inference
t=  23.0s | network    | nuc_17 → rpi3_174    | unknown                   | data_download (45.8 MB)
t=  23.1s | network    | registry → rpi3_175  | unknown                   | docker_pull (31.5 MB)
t=  23.2s | network    | registry → rpi3_176  | unknown                   | docker_pull (31.5 MB)
t=  23.3s | network    | registry → coral_4   | unknown                   | docker_pull (38.1 MB)
t=  23.4s | network    | nuc_17 → rpi3_116    | unknown                   | data_download (45.8 MB)
t=  23.5s | network    | nuc_17 → rpi3_175    | unknown                   | data_download (45.8 MB)
t=  23.6s | network    | registry → rpi3_78   | unknown                   | docker_pull (130.7 MB)
t=  23.7s | network    | registry → rpi3_79   | unknown                   | docker_pull (130.7 MB)
t=  23.8s | network    | nuc_17 → rpi3_176    | unknown                   | data_download (45.8 MB)
t=  23.9s | network    | nuc_17 → coral_4     | unknown                   | data_download (45.8 MB)
t=  24.0s | replica    | rockpi_29            | speech-inference-suburb   | startup replica of speech-inference-suburb
t=  24.0s | network    | registry → rpi3_80   | unknown                   | docker_pull (31.5 MB)
t=  24.1s | network    | registry → rockpi_23 | unknown                   | docker_pull (38.1 MB)
t=  24.2s | network    | nuc_17 → rockpi_23   | unknown                   | data_download (45.8 MB)
t=  24.3s | network    | nuc_17 → rpi3_80     | unknown                   | data_download (45.8 MB)
t=  24.4s | network    | nuc_17 → rockpi_23   | unknown                   | data_download (45.8 MB)
t=  24.5s | network    | nx_3 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  24.6s | network    | nuc_17 → nx_3        | unknown                   | data_download (55.3 MB)
t=  24.7s | network    | nx_2 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  24.8s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=  24.9s | network    | nx_2 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  25.0s | replica    | rockpi_29            | speech-inference-suburb   | setup replica of speech-inference-suburb
t=  25.0s | network    | nx_3 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  25.1s | network    | nx_2 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  25.2s | network    | nx_2 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  25.3s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=  25.4s | network    | nuc_17 → nx_3        | unknown                   | data_download (55.3 MB)
t=  25.5s | network    | nx_3 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  25.6s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=  25.7s | network    | nx_3 → nuc_17        | unknown                   | data_upload (98.2 MB)
t=  25.8s | network    | registry → rpi3_78   | unknown                   | docker_pull (31.5 MB)
t=  25.9s | network    | registry → rockpi_15 | unknown                   | docker_pull (38.1 MB)
t=  26.0s | replica    | tx2_0                | resnet50-inference        | startup replica of resnet50-inference
t=  26.0s | network    | registry → rpi4_162  | unknown                   | docker_pull (130.7 MB)
t=  26.1s | network    | registry → rpi4_163  | unknown                   | docker_pull (130.7 MB)
t=  26.2s | network    | nuc_17 → nx_2        | unknown                   | data_download (55.3 MB)
t=  26.3s | network    | nuc_17 → nx_3        | unknown                   | data_download (55.3 MB)
t=  26.4s | network    | nuc_17 → rockpi_23   | unknown                   | data_download (45.8 MB)
t=  26.5s | network    | nuc_17 → rockpi_15   | unknown                   | data_download (45.8 MB)
t=  26.6s | network    | nuc_17 → rockpi_15   | unknown                   | data_download (45.8 MB)
t=  26.7s | network    | nuc_17 → rpi3_78     | unknown                   | data_download (45.8 MB)
t=  26.8s | network    | nuc_17 → nx_3        | unknown                   | data_download (55.3 MB)
t=  26.9s | network    | registry → rpi4_126  | unknown                   | docker_pull (31.5 MB)
t=  27.0s | replica    | tx2_0                | resnet50-inference        | setup replica of resnet50-inference
t=  27.0s | network    | registry → rpi4_127  | unknown                   | docker_pull (31.5 MB)
t=  27.1s | network    | registry → rpi4_14   | unknown                   | docker_pull (31.5 MB)
t=  27.2s | network    | registry → rpi4_15   | unknown                   | docker_pull (31.5 MB)
t=  27.3s | network    | nuc_17 → rpi4_126    | unknown                   | data_download (45.8 MB)
t=  27.4s | network    | nuc_17 → rpi4_127    | unknown                   | data_download (45.8 MB)
t=  27.5s | network    | nuc_17 → rpi4_15     | unknown                   | data_download (45.8 MB)
t=  27.6s | network    | nuc_17 → rpi4_14     | unknown                   | data_download (45.8 MB)
t=  27.7s | network    | registry → rpi3_177  | unknown                   | docker_pull (31.5 MB)
t=  27.8s | network    | registry → rpi3_178  | unknown                   | docker_pull (130.7 MB)
t=  27.9s | network    | registry → rpi4_0    | unknown                   | docker_pull (130.7 MB)
t=  28.0s | replica    | tx2_1                | resnet50-inference-downtown | startup replica of resnet50-inference-downtown
t=  28.0s | network    | nuc_17 → rpi3_176    | unknown                   | data_download (45.8 MB)
t=  28.1s | network    | nuc_17 → rockpi_15   | unknown                   | data_download (45.8 MB)
t=  28.2s | network    | nuc_17 → rpi4_14     | unknown                   | data_download (45.8 MB)
t=  28.3s | network    | nuc_17 → rpi3_177    | unknown                   | data_download (45.8 MB)
t=  28.4s | network    | registry → rpi4_1    | unknown                   | docker_pull (31.5 MB)
t=  28.5s | network    | registry → rockpi_18 | unknown                   | docker_pull (38.1 MB)
t=  28.6s | network    | registry → rockpi_32 | unknown                   | docker_pull (38.1 MB)
t=  28.7s | network    | nuc_17 → rockpi_32   | unknown                   | data_download (45.8 MB)
t=  28.8s | network    | nuc_17 → rpi4_1      | unknown                   | data_download (45.8 MB)
t=  28.9s | network    | nuc_17 → rockpi_18   | unknown                   | data_download (45.8 MB)
t=  29.0s | replica    | tx2_1                | resnet50-inference-downtown | setup replica of resnet50-inference-downtown
t=  29.0s | network    | nuc_17 → rockpi_32   | unknown                   | data_download (45.8 MB)
t=  30.0s | replica    | tx2_2                | resnet50-inference-suburb | startup replica of resnet50-inference-suburb
t=  31.0s | replica    | tx2_2                | resnet50-inference-suburb | setup replica of resnet50-inference-suburb
