value,name,function_id
deploy,resnet50-inference,139834580858672
deploy,speech-inference,139834580859728
deploy,resnet50-preprocessing,139834580877376
deploy,resnet50-training,139834580878192
deploy,python-pi,139834580879392
deploy,fio,139834580880208
