value,name,function_id
deploy,resnet50-inference,140444971215248
deploy,resnet50-inference-downtown,140444971126928
deploy,resnet50-inference-suburb,140444971127248
deploy,resnet50-inference-industrial,140444970880464
deploy,resnet50-inference-residential,140444970876624
deploy,resnet50-inference-commercial,140444969680976
deploy,resnet50-inference-airport,140444969477616
deploy,resnet50-inference-port,140444969477952
deploy,resnet50-inference-university,140444969478288
deploy,resnet50-inference-hospital,140444969478400
deploy,resnet50-inference-mall,140444969478512
deploy,resnet50-inference-stadium,140444969478624
deploy,resnet50-inference-park,140444969478736
deploy,resnet50-inference-transit,140444969478960
deploy,resnet50-inference-highway,140444969479184
deploy,resnet50-inference-border,140444969479296
deploy,resnet50-inference-zone16,140444969479408
deploy,resnet50-inference-zone17,140444969479520
deploy,resnet50-inference-zone18,140444969479632
deploy,resnet50-inference-zone19,140444969479744
deploy,speech-inference,140444969479856
deploy,speech-inference-downtown,140444969479968
deploy,speech-inference-suburb,140444969480080
deploy,speech-inference-industrial,140444969480192
deploy,speech-inference-residential,140444969480304
deploy,speech-inference-commercial,140444969480416
deploy,speech-inference-airport,140444969480528
deploy,speech-inference-port,140444969480640
deploy,speech-inference-university,140444969480752
deploy,speech-inference-hospital,140444969480864
deploy,speech-inference-mall,140444969480976
deploy,speech-inference-stadium,140444969481088
deploy,speech-inference-park,140444969481200
deploy,speech-inference-transit,140444969481312
deploy,speech-inference-highway,140444969481424
deploy,speech-inference-border,140444969481536
deploy,speech-inference-zone16,140444969481648
deploy,speech-inference-zone17,140444969481760
deploy,speech-inference-zone18,140444969481872
deploy,speech-inference-zone19,140444969481984
deploy,resnet50-preprocessing,140444969482096
deploy,resnet50-preprocessing-downtown,140444969482208
deploy,resnet50-preprocessing-suburb,140444969482320
deploy,resnet50-preprocessing-industrial,140444969482432
deploy,resnet50-preprocessing-residential,140444969482544
deploy,resnet50-preprocessing-commercial,140444969482656
deploy,resnet50-preprocessing-airport,140444969482768
deploy,resnet50-preprocessing-port,140444969482880
deploy,resnet50-preprocessing-university,140444969482992
deploy,resnet50-preprocessing-hospital,140444969483104
deploy,resnet50-preprocessing-mall,140444969483216
deploy,resnet50-preprocessing-stadium,140444969483328
deploy,resnet50-preprocessing-park,140444969483440
deploy,resnet50-preprocessing-transit,140444969483552
deploy,resnet50-preprocessing-highway,140444969483664
deploy,resnet50-training,140444969483776
deploy,resnet50-training-downtown,140444969483888
deploy,resnet50-training-suburb,140444969484000
deploy,resnet50-training-industrial,140444969484112
deploy,resnet50-training-residential,140444969877584
deploy,resnet50-training-commercial,140444969877696
deploy,resnet50-training-airport,140444969877808
deploy,resnet50-training-port,140444969877920
deploy,resnet50-training-university,140444969878032
deploy,resnet50-training-hospital,140444969878144
deploy,resnet50-training-mall,140444969878256
deploy,resnet50-training-stadium,140444969878368
deploy,resnet50-training-park,140444969878480
deploy,resnet50-training-transit,140444969878592
deploy,resnet50-training-highway,140444969878704
deploy,resnet50-training-border,140444969878816
deploy,resnet50-training-zone16,140444969878928
deploy,resnet50-training-zone17,140444969879040
