value,name,image,function_id,node
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,139795516560144,tx2_0
deploy,resnet50-training,faas-workloads/resnet-training-gpu,139795516561104,nano_0
deploy,mobilenet-inference,faas-workloads/mobilenet-inference-tpu,139795516336720,coral_0
deploy,speech-inference,faas-workloads/speech-inference-tflite,139795516362384,rpi3_3
deploy,resnet50-preprocessing,faas-workloads/resnet-preprocessing,139795516454560,rpi3_4
