cpu,cpu_util,mem_util,node,replica_id
88000.0,1.0,0,server_0,140599496661264
0.0,0.0,0,server_0,140599496662080
0.0,0.0,0,server_0,140599496661264
0.0,0.0,0,server_0,140599496662080
