value,function_name,image,replica_id,node_name,successful
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140356645361744,,
queue,resnet50-training,faas-workloads/resnet-training-gpu,140356642847808,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140356645361744,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140356645361744,tx2_5,True
queue,mobilenet-inference,faas-workloads/mobilenet-inference-tpu,140356642282800,,
queue,speech-inference,faas-workloads/speech-inference-tflite,140356641935904,,
queue,resnet50-preprocessing,faas-workloads/resnet-preprocessing,140356641937056,,
start,resnet50-training,faas-workloads/resnet-training-gpu,140356642847808,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,140356642847808,nano_10,True
start,mobilenet-inference,faas-workloads/mobilenet-inference-tpu,140356642282800,,
finish,mobilenet-inference,faas-workloads/mobilenet-inference-tpu,140356642282800,coral_0,True
start,speech-inference,faas-workloads/speech-inference-tflite,140356641935904,,
finish,speech-inference,faas-workloads/speech-inference-tflite,140356641935904,rpi3_18,True
start,resnet50-preprocessing,faas-workloads/resnet-preprocessing,140356641937056,,
finish,resnet50-preprocessing,faas-workloads/resnet-preprocessing,140356641937056,rpi3_19,True
