FUNCTION DEPLOYMENT TIMELINE
============================

Report generated: 2025-07-28 16:24:31

Total deployment events: 3587
Number of node-function combinations: 1050

Event Type Summary:
  Deployment events: 8
  Replica events: 2801
  Network events: 778

CHRONOLOGICAL TIMELINE
======================

t=   0.0s | deployment | global               | resnet50-inference        | deploy resnet50-inference
t=   5.1s | network    | registry → nx_0      | unknown                   | docker_pull (95.4 MB)
t=   5.2s | network    | registry → tx2_6     | unknown                   | docker_pull (95.4 MB)
t=   5.3s | network    | registry → nano_2    | unknown                   | docker_pull (95.4 MB)
t=   5.4s | network    | registry → nano_3    | unknown                   | docker_pull (95.4 MB)
t=   5.5s | network    | registry → nano_4    | unknown                   | docker_pull (95.4 MB)
t=   5.6s | network    | registry → nano_5    | unknown                   | docker_pull (95.4 MB)
t=   5.7s | network    | registry → nano_6    | unknown                   | docker_pull (95.4 MB)
t=   5.8s | network    | registry → nano_7    | unknown                   | docker_pull (95.4 MB)
t=   5.9s | network    | nuc_9 → nano_0       | unknown                   | data_download (55.3 MB)
t=   6.0s | replica    | nano_0               | resnet50-training         | deploy replica of resnet50-training
t=   6.0s | network    | nuc_9 → nano_12      | unknown                   | data_download (55.3 MB)
t=   6.1s | network    | nuc_9 → nano_0       | unknown                   | data_download (55.3 MB)
t=   6.2s | network    | nuc_9 → nano_0       | unknown                   | data_download (55.3 MB)
t=   6.3s | network    | nuc_9 → nano_0       | unknown                   | data_download (55.3 MB)
t=   6.4s | network    | nuc_9 → nano_12      | unknown                   | data_download (55.3 MB)
t=   6.5s | network    | nuc_9 → nano_12      | unknown                   | data_download (55.3 MB)
t=   6.6s | network    | nuc_9 → nano_0       | unknown                   | data_download (55.3 MB)
t=   6.7s | network    | nuc_9 → nano_12      | unknown                   | data_download (55.3 MB)
t=   6.8s | network    | nuc_9 → nano_12      | unknown                   | data_download (55.3 MB)
t=   6.9s | network    | nuc_9 → nano_0       | unknown                   | data_download (55.3 MB)
t=   7.0s | replica    | nano_0               | resnet50-training-downtown | deploy replica of resnet50-training-downtown
t=   7.0s | network    | nuc_9 → nano_12      | unknown                   | data_download (55.3 MB)
t=   7.1s | network    | nuc_9 → nano_0       | unknown                   | data_download (55.3 MB)
t=   7.2s | network    | nuc_9 → nano_0       | unknown                   | data_download (55.3 MB)
t=   7.3s | network    | nuc_9 → nano_12      | unknown                   | data_download (55.3 MB)
t=   7.4s | network    | registry → nano_9    | unknown                   | docker_pull (95.4 MB)
t=   7.5s | network    | registry → nano_16   | unknown                   | docker_pull (95.4 MB)
t=   7.6s | network    | nuc_9 → nano_12      | unknown                   | data_download (55.3 MB)
t=   7.7s | network    | registry → xeongpu_0 | unknown                   | docker_pull (190.7 MB)
t=   7.8s | network    | registry → xeongpu_1 | unknown                   | docker_pull (190.7 MB)
t=   7.9s | network    | registry → xeongpu_2 | unknown                   | docker_pull (190.7 MB)
t=   8.0s | replica    | nano_0               | resnet50-training-downtown | startup replica of resnet50-training-downtown
t=   8.0s | network    | registry → nano_8    | unknown                   | docker_pull (95.4 MB)
t=   8.1s | network    | nuc_9 → nx_0         | unknown                   | data_download (55.3 MB)
t=   8.2s | network    | nuc_9 → nx_0         | unknown                   | data_download (55.3 MB)
t=   8.3s | network    | nuc_9 → nx_0         | unknown                   | data_download (55.3 MB)
t=   8.4s | network    | nuc_9 → nx_0         | unknown                   | data_download (55.3 MB)
t=   8.5s | network    | nuc_9 → nx_0         | unknown                   | data_download (55.3 MB)
t=   8.6s | network    | nuc_9 → nano_1       | unknown                   | data_download (98.2 MB)
t=   8.7s | network    | nuc_9 → nx_0         | unknown                   | data_download (55.3 MB)
t=   8.8s | network    | nuc_9 → nano_8       | unknown                   | data_download (98.2 MB)
t=   8.9s | network    | nuc_9 → nano_20      | unknown                   | data_download (98.2 MB)
t=   9.0s | replica    | nano_0               | resnet50-training-downtown | setup replica of resnet50-training-downtown
t=   9.0s | network    | nuc_9 → nano_17      | unknown                   | data_download (98.2 MB)
t=   9.1s | network    | nuc_9 → nano_14      | unknown                   | data_download (98.2 MB)
t=   9.2s | network    | nuc_9 → nano_19      | unknown                   | data_download (98.2 MB)
t=   9.3s | network    | nuc_9 → nx_0         | unknown                   | data_download (55.3 MB)
t=   9.4s | network    | nuc_9 → nx_0         | unknown                   | data_download (55.3 MB)
t=   9.5s | network    | registry → nano_4    | unknown                   | docker_pull (95.4 MB)
t=   9.6s | network    | nuc_9 → nano_11      | unknown                   | data_download (55.3 MB)
t=   9.7s | network    | nuc_9 → nano_11      | unknown                   | data_download (55.3 MB)
t=   9.8s | network    | nuc_9 → nano_11      | unknown                   | data_download (55.3 MB)
t=   9.9s | network    | nuc_9 → nano_11      | unknown                   | data_download (55.3 MB)
t=  10.0s | replica    | nano_0               | resnet50-training-downtown | finish replica of resnet50-training-downtown
t=  10.0s | network    | nuc_9 → nano_11      | unknown                   | data_download (55.3 MB)
t=  10.1s | network    | nuc_9 → nano_11      | unknown                   | data_download (55.3 MB)
t=  10.2s | network    | nuc_9 → nano_11      | unknown                   | data_download (55.3 MB)
t=  10.3s | network    | registry → nano_20   | unknown                   | docker_pull (95.4 MB)
t=  10.4s | network    | nuc_9 → nano_11      | unknown                   | data_download (55.3 MB)
t=  10.5s | network    | registry → nano_5    | unknown                   | docker_pull (95.4 MB)
t=  10.6s | network    | nuc_9 → nano_7       | unknown                   | data_download (55.3 MB)
t=  10.7s | network    | nuc_9 → nano_7       | unknown                   | data_download (55.3 MB)
t=  10.8s | network    | nuc_9 → nano_7       | unknown                   | data_download (55.3 MB)
t=  10.9s | network    | nuc_9 → nano_7       | unknown                   | data_download (55.3 MB)
t=  11.0s | replica    | nano_21              | resnet50-inference        | startup replica of resnet50-inference
t=  11.0s | network    | nuc_9 → nano_7       | unknown                   | data_download (55.3 MB)
t=  11.1s | network    | nuc_9 → nano_7       | unknown                   | data_download (55.3 MB)
t=  11.2s | network    | registry → tx2_4     | unknown                   | docker_pull (95.4 MB)
t=  11.3s | network    | registry → nx_1      | unknown                   | docker_pull (95.4 MB)
t=  11.4s | network    | nuc_9 → nano_7       | unknown                   | data_download (55.3 MB)
t=  11.5s | network    | nuc_9 → nano_7       | unknown                   | data_download (55.3 MB)
t=  11.6s | network    | registry → tx2_0     | unknown                   | docker_pull (95.4 MB)
t=  11.7s | network    | registry → tx2_1     | unknown                   | docker_pull (95.4 MB)
t=  11.8s | network    | nuc_9 → nano_16      | unknown                   | data_download (55.3 MB)
t=  11.9s | network    | nuc_9 → nano_9       | unknown                   | data_download (55.3 MB)
t=  12.0s | replica    | nano_21              | resnet50-inference        | setup replica of resnet50-inference
t=  12.0s | network    | nuc_9 → nano_16      | unknown                   | data_download (55.3 MB)
t=  12.1s | network    | registry → nano_19   | unknown                   | docker_pull (95.4 MB)
t=  12.2s | network    | registry → nano_14   | unknown                   | docker_pull (95.4 MB)
t=  12.3s | network    | registry → nano_0    | unknown                   | docker_pull (95.4 MB)
t=  12.4s | network    | nuc_9 → tx2_2        | unknown                   | data_download (98.2 MB)
t=  12.5s | network    | nuc_9 → nano_10      | unknown                   | data_download (98.2 MB)
t=  12.6s | network    | nuc_9 → nano_16      | unknown                   | data_download (55.3 MB)
t=  12.7s | network    | nuc_9 → tx2_3        | unknown                   | data_download (98.2 MB)
t=  12.8s | network    | nuc_9 → nano_13      | unknown                   | data_download (98.2 MB)
t=  12.9s | network    | nuc_9 → nano_22      | unknown                   | data_download (98.2 MB)
t=  13.0s | replica    | tx2_0                | resnet50-inference-downtown | startup replica of resnet50-inference-downtown
t=  13.0s | network    | nuc_9 → nano_18      | unknown                   | data_download (98.2 MB)
t=  13.1s | network    | nuc_9 → nano_9       | unknown                   | data_download (55.3 MB)
t=  13.2s | network    | nuc_9 → nano_16      | unknown                   | data_download (55.3 MB)
t=  13.3s | network    | nuc_9 → nano_9       | unknown                   | data_download (55.3 MB)
t=  13.4s | network    | registry → nano_13   | unknown                   | docker_pull (95.4 MB)
t=  13.5s | network    | registry → nano_18   | unknown                   | docker_pull (95.4 MB)
t=  13.6s | network    | registry → nano_12   | unknown                   | docker_pull (95.4 MB)
t=  13.7s | network    | nuc_9 → nano_9       | unknown                   | data_download (55.3 MB)
t=  13.8s | network    | nuc_9 → nano_0       | unknown                   | data_download (55.3 MB)
t=  13.9s | network    | registry → tx2_6     | unknown                   | docker_pull (95.4 MB)
t=  14.0s | replica    | tx2_0                | resnet50-inference-downtown | setup replica of resnet50-inference-downtown
t=  14.0s | network    | registry → nano_2    | unknown                   | docker_pull (95.4 MB)
t=  14.1s | network    | registry → nano_11   | unknown                   | docker_pull (95.4 MB)
t=  14.2s | network    | nuc_9 → nano_0       | unknown                   | data_download (55.3 MB)
t=  14.3s | network    | nuc_9 → nano_8       | unknown                   | data_download (55.3 MB)
t=  14.4s | network    | nuc_9 → nano_8       | unknown                   | data_download (55.3 MB)
t=  14.5s | network    | nuc_9 → nano_0       | unknown                   | data_download (55.3 MB)
t=  14.6s | network    | nuc_9 → nano_0       | unknown                   | data_download (55.3 MB)
t=  14.7s | network    | registry → nano_7    | unknown                   | docker_pull (95.4 MB)
t=  14.8s | network    | nuc_9 → nano_8       | unknown                   | data_download (55.3 MB)
t=  14.9s | network    | registry → xeongpu_1 | unknown                   | docker_pull (190.7 MB)
t=  15.0s | replica    | nano_9               | resnet50-inference-industrial | startup replica of resnet50-inference-industrial
t=  15.0s | network    | registry → xeongpu_2 | unknown                   | docker_pull (190.7 MB)
t=  15.1s | network    | nuc_9 → nx_1         | unknown                   | data_download (98.2 MB)
t=  15.2s | network    | registry → rpi4_12   | unknown                   | docker_pull (66.8 MB)
t=  15.3s | network    | registry → rpi4_13   | unknown                   | docker_pull (66.8 MB)
t=  15.4s | network    | registry → rpi3_3    | unknown                   | docker_pull (66.8 MB)
t=  15.5s | network    | registry → rpi3_4    | unknown                   | docker_pull (66.8 MB)
t=  15.6s | network    | registry → rpi3_5    | unknown                   | docker_pull (66.8 MB)
t=  15.7s | network    | registry → rpi3_18   | unknown                   | docker_pull (66.8 MB)
t=  15.8s | network    | nuc_9 → nx_1         | unknown                   | data_download (98.2 MB)
t=  15.9s | network    | nuc_9 → nano_12      | unknown                   | data_download (55.3 MB)
t=  16.0s | replica    | nano_9               | resnet50-inference-industrial | setup replica of resnet50-inference-industrial
t=  16.0s | network    | registry → nuc_0     | unknown                   | docker_pull (190.7 MB)
t=  16.1s | network    | registry → nuc_27    | unknown                   | docker_pull (190.7 MB)
t=  16.2s | network    | nuc_9 → nx_0         | unknown                   | data_download (98.2 MB)
t=  16.3s | network    | nuc_9 → nx_0         | unknown                   | data_download (55.3 MB)
t=  16.4s | network    | nuc_9 → tx2_4        | unknown                   | data_download (98.2 MB)
t=  16.5s | network    | nuc_9 → nano_12      | unknown                   | data_download (55.3 MB)
t=  16.6s | network    | nuc_9 → tx2_5        | unknown                   | data_download (98.2 MB)
t=  16.7s | network    | nuc_9 → nano_8       | unknown                   | data_download (55.3 MB)
t=  16.8s | network    | nuc_9 → nx_1         | unknown                   | data_download (98.2 MB)
t=  16.9s | network    | registry → rpi3_19   | unknown                   | docker_pull (66.8 MB)
t=  17.0s | replica    | tx2_1                | resnet50-inference-suburb | startup replica of resnet50-inference-suburb
t=  17.0s | network    | registry → rpi3_20   | unknown                   | docker_pull (66.8 MB)
t=  17.1s | network    | registry → rpi4_28   | unknown                   | docker_pull (66.8 MB)
t=  17.2s | network    | registry → rpi4_29   | unknown                   | docker_pull (66.8 MB)
t=  17.3s | network    | registry → rpi4_26   | unknown                   | docker_pull (66.8 MB)
t=  17.4s | network    | registry → rpi4_27   | unknown                   | docker_pull (66.8 MB)
t=  17.5s | network    | registry → nuc_38    | unknown                   | docker_pull (190.7 MB)
t=  17.6s | network    | registry → nuc_47    | unknown                   | docker_pull (190.7 MB)
t=  17.7s | network    | nuc_9 → nano_12      | unknown                   | data_download (55.3 MB)
t=  17.8s | network    | nuc_9 → nx_0         | unknown                   | data_download (55.3 MB)
t=  17.9s | network    | nuc_9 → nano_12      | unknown                   | data_download (55.3 MB)
t=  18.0s | replica    | tx2_1                | resnet50-inference-suburb | setup replica of resnet50-inference-suburb
t=  18.0s | network    | registry → rpi4_14   | unknown                   | docker_pull (66.8 MB)
t=  18.1s | network    | registry → rpi4_15   | unknown                   | docker_pull (66.8 MB)
t=  18.2s | network    | registry → rpi4_30   | unknown                   | docker_pull (66.8 MB)
t=  18.3s | network    | registry → rpi4_31   | unknown                   | docker_pull (66.8 MB)
t=  18.4s | network    | registry → rpi3_21   | unknown                   | docker_pull (66.8 MB)
t=  18.5s | network    | registry → coral_1   | unknown                   | docker_pull (80.1 MB)
t=  18.6s | network    | registry → nuc_68    | unknown                   | docker_pull (190.7 MB)
t=  18.7s | network    | registry → nuc_84    | unknown                   | docker_pull (190.7 MB)
t=  18.8s | network    | nuc_9 → nano_4       | unknown                   | data_download (98.2 MB)
t=  18.9s | network    | nuc_9 → nx_0         | unknown                   | data_download (55.3 MB)
t=  19.0s | replica    | nano_16              | resnet50-inference-residential | startup replica of resnet50-inference-residential
t=  19.0s | network    | nuc_9 → nano_11      | unknown                   | data_download (55.3 MB)
t=  19.1s | network    | nuc_9 → nx_0         | unknown                   | data_download (55.3 MB)
t=  19.2s | network    | nuc_9 → nano_4       | unknown                   | data_download (55.3 MB)
t=  19.3s | network    | registry → rpi3_22   | unknown                   | docker_pull (66.8 MB)
t=  19.4s | network    | registry → rpi3_23   | unknown                   | docker_pull (66.8 MB)
t=  19.5s | network    | registry → rpi4_4    | unknown                   | docker_pull (66.8 MB)
t=  19.6s | network    | registry → rpi4_5    | unknown                   | docker_pull (66.8 MB)
t=  19.7s | network    | registry → rpi3_27   | unknown                   | docker_pull (66.8 MB)
t=  19.8s | network    | registry → rpi3_28   | unknown                   | docker_pull (66.8 MB)
t=  19.9s | network    | registry → nuc_86    | unknown                   | docker_pull (190.7 MB)
t=  20.0s | replica    | nano_16              | resnet50-inference-residential | setup replica of resnet50-inference-residential
t=  20.0s | network    | registry → nuc_90    | unknown                   | docker_pull (190.7 MB)
t=  20.1s | network    | nuc_9 → nano_11      | unknown                   | data_download (55.3 MB)
t=  20.2s | network    | nuc_9 → nano_4       | unknown                   | data_download (55.3 MB)
t=  20.3s | network    | nuc_9 → nano_11      | unknown                   | data_download (55.3 MB)
t=  20.4s | network    | registry → rpi3_29   | unknown                   | docker_pull (66.8 MB)
t=  20.5s | network    | registry → rpi3_0    | unknown                   | docker_pull (66.8 MB)
t=  20.6s | network    | registry → rpi3_1    | unknown                   | docker_pull (66.8 MB)
t=  20.7s | network    | registry → rpi3_2    | unknown                   | docker_pull (66.8 MB)
t=  20.8s | network    | registry → rpi4_24   | unknown                   | docker_pull (66.8 MB)
t=  20.9s | network    | registry → rpi4_25   | unknown                   | docker_pull (66.8 MB)
t=  21.0s | replica    | nano_15              | resnet50-inference-commercial | startup replica of resnet50-inference-commercial
t=  21.0s | network    | registry → nuc_1     | unknown                   | docker_pull (190.7 MB)
t=  21.1s | network    | registry → nuc_15    | unknown                   | docker_pull (190.7 MB)
t=  21.2s | network    | nuc_9 → nano_11      | unknown                   | data_download (55.3 MB)
t=  21.3s | network    | nuc_9 → nano_4       | unknown                   | data_download (55.3 MB)
t=  21.4s | network    | nuc_9 → nano_6       | unknown                   | data_download (98.2 MB)
t=  21.5s | network    | registry → rpi4_20   | unknown                   | docker_pull (66.8 MB)
t=  21.6s | network    | registry → rpi4_21   | unknown                   | docker_pull (66.8 MB)
t=  21.7s | network    | registry → rpi4_6    | unknown                   | docker_pull (66.8 MB)
t=  21.8s | network    | registry → rpi4_7    | unknown                   | docker_pull (66.8 MB)
t=  21.9s | network    | registry → rpi4_8    | unknown                   | docker_pull (66.8 MB)
t=  22.0s | replica    | nano_15              | resnet50-inference-commercial | setup replica of resnet50-inference-commercial
t=  22.0s | network    | nuc_9 → nano_5       | unknown                   | data_download (98.2 MB)
t=  22.1s | network    | registry → coral_2   | unknown                   | docker_pull (80.1 MB)
t=  22.2s | network    | nuc_9 → tx2_6        | unknown                   | data_download (98.2 MB)
t=  22.3s | network    | nuc_9 → nano_2       | unknown                   | data_download (98.2 MB)
t=  22.4s | network    | nuc_9 → nano_3       | unknown                   | data_download (98.2 MB)
t=  22.5s | network    | nuc_9 → nano_7       | unknown                   | data_download (55.3 MB)
t=  22.6s | network    | registry → nuc_22    | unknown                   | docker_pull (190.7 MB)
t=  22.7s | network    | registry → nuc_44    | unknown                   | docker_pull (190.7 MB)
t=  22.8s | network    | nuc_9 → nano_4       | unknown                   | data_download (55.3 MB)
t=  22.9s | network    | nuc_9 → nano_9       | unknown                   | data_download (55.3 MB)
t=  23.0s | replica    | nano_0               | resnet50-training         | startup replica of resnet50-training
t=  23.0s | network    | nuc_9 → nano_7       | unknown                   | data_download (55.3 MB)
t=  23.1s | network    | registry → rpi4_9    | unknown                   | docker_pull (66.8 MB)
t=  23.2s | network    | registry → rpi4_10   | unknown                   | docker_pull (66.8 MB)
t=  23.3s | network    | registry → rpi4_11   | unknown                   | docker_pull (66.8 MB)
t=  23.4s | network    | registry → rpi4_32   | unknown                   | docker_pull (66.8 MB)
t=  23.5s | network    | registry → rpi4_33   | unknown                   | docker_pull (66.8 MB)
t=  23.6s | network    | registry → rpi4_36   | unknown                   | docker_pull (66.8 MB)
t=  23.7s | network    | registry → nuc_66    | unknown                   | docker_pull (190.7 MB)
t=  23.8s | network    | registry → nuc_70    | unknown                   | docker_pull (190.7 MB)
t=  23.9s | network    | nuc_9 → nano_9       | unknown                   | data_download (55.3 MB)
t=  24.0s | replica    | nano_0               | resnet50-training         | setup replica of resnet50-training
t=  24.0s | network    | nuc_9 → nano_7       | unknown                   | data_download (55.3 MB)
t=  24.1s | network    | registry → rpi4_37   | unknown                   | docker_pull (66.8 MB)
t=  24.2s | network    | registry → rpi3_15   | unknown                   | docker_pull (66.8 MB)
t=  24.3s | network    | registry → rpi3_16   | unknown                   | docker_pull (66.8 MB)
t=  24.4s | network    | registry → rpi3_17   | unknown                   | docker_pull (66.8 MB)
t=  24.5s | network    | registry → rpi4_2    | unknown                   | docker_pull (66.8 MB)
t=  24.6s | network    | registry → coral_0   | unknown                   | docker_pull (80.1 MB)
t=  24.7s | network    | nuc_9 → nano_9       | unknown                   | data_download (55.3 MB)
t=  24.8s | network    | nuc_9 → nano_7       | unknown                   | data_download (55.3 MB)
t=  24.9s | network    | registry → nuc_71    | unknown                   | docker_pull (190.7 MB)
t=  25.0s | replica    | nano_0               | resnet50-training         | finish replica of resnet50-training
t=  25.0s | network    | registry → nuc_81    | unknown                   | docker_pull (190.7 MB)
t=  25.1s | network    | nuc_9 → nano_20      | unknown                   | data_download (55.3 MB)
t=  25.2s | network    | nuc_9 → nano_9       | unknown                   | data_download (55.3 MB)
t=  25.3s | network    | nuc_9 → nano_8       | unknown                   | data_download (55.3 MB)
t=  25.4s | network    | registry → rpi4_3    | unknown                   | docker_pull (66.8 MB)
t=  25.5s | network    | registry → rpi4_34   | unknown                   | docker_pull (66.8 MB)
t=  25.6s | network    | registry → rpi4_35   | unknown                   | docker_pull (66.8 MB)
t=  25.7s | network    | registry → rpi3_9    | unknown                   | docker_pull (66.8 MB)
t=  25.8s | network    | registry → rpi3_10   | unknown                   | docker_pull (66.8 MB)
t=  25.9s | network    | registry → rpi3_11   | unknown                   | docker_pull (66.8 MB)
t=  26.0s | replica    | nano_1               | resnet50-inference        | deploy replica of resnet50-inference
t=  26.0s | network    | registry → nuc_95    | unknown                   | docker_pull (190.7 MB)
t=  26.1s | network    | registry → nuc_2     | unknown                   | docker_pull (190.7 MB)
t=  26.2s | network    | nuc_9 → nano_21      | unknown                   | data_download (98.2 MB)
t=  26.3s | network    | nuc_9 → tx2_1        | unknown                   | data_download (98.2 MB)
t=  26.4s | network    | nuc_9 → tx2_0        | unknown                   | data_download (98.2 MB)
t=  26.5s | network    | nuc_9 → nano_8       | unknown                   | data_download (55.3 MB)
t=  26.6s | network    | nuc_9 → nano_20      | unknown                   | data_download (55.3 MB)
t=  26.7s | network    | registry → rpi3_24   | unknown                   | docker_pull (66.8 MB)
t=  26.8s | network    | registry → rpi3_25   | unknown                   | docker_pull (66.8 MB)
t=  26.9s | network    | registry → rpi3_26   | unknown                   | docker_pull (66.8 MB)
t=  27.0s | replica    | nano_17              | resnet50-inference-downtown | deploy replica of resnet50-inference-downtown
t=  27.0s | network    | registry → rpi4_0    | unknown                   | docker_pull (66.8 MB)
t=  27.1s | network    | registry → rpi4_1    | unknown                   | docker_pull (66.8 MB)
t=  27.2s | network    | registry → rpi4_38   | unknown                   | docker_pull (66.8 MB)
t=  27.3s | network    | registry → nuc_29    | unknown                   | docker_pull (190.7 MB)
t=  27.4s | network    | registry → nuc_35    | unknown                   | docker_pull (190.7 MB)
t=  27.5s | network    | nuc_9 → nano_8       | unknown                   | data_download (55.3 MB)
t=  27.6s | network    | nuc_9 → nano_20      | unknown                   | data_download (55.3 MB)
t=  27.7s | network    | nuc_9 → nano_4       | unknown                   | data_download (55.3 MB)
t=  27.8s | network    | nuc_9 → nano_8       | unknown                   | data_download (55.3 MB)
t=  27.9s | network    | registry → rpi4_39   | unknown                   | docker_pull (66.8 MB)
t=  28.0s | replica    | nano_19              | resnet50-inference-suburb | deploy replica of resnet50-inference-suburb
t=  28.0s | network    | registry → rpi3_6    | unknown                   | docker_pull (66.8 MB)
t=  28.1s | network    | registry → rpi3_7    | unknown                   | docker_pull (66.8 MB)
t=  28.2s | network    | registry → rpi3_8    | unknown                   | docker_pull (66.8 MB)
t=  28.3s | network    | registry → rpi4_18   | unknown                   | docker_pull (66.8 MB)
t=  28.4s | network    | registry → rpi4_19   | unknown                   | docker_pull (66.8 MB)
t=  28.5s | network    | registry → nuc_56    | unknown                   | docker_pull (190.7 MB)
t=  28.6s | network    | registry → nuc_60    | unknown                   | docker_pull (190.7 MB)
t=  28.7s | network    | nuc_9 → nano_4       | unknown                   | data_download (55.3 MB)
t=  28.8s | network    | nuc_9 → nano_20      | unknown                   | data_download (55.3 MB)
t=  28.9s | network    | registry → rpi4_40   | unknown                   | docker_pull (66.8 MB)
t=  29.0s | replica    | nano_14              | resnet50-inference-industrial | deploy replica of resnet50-inference-industrial
t=  29.0s | network    | registry → rpi4_41   | unknown                   | docker_pull (66.8 MB)
t=  29.1s | network    | registry → rpi3_12   | unknown                   | docker_pull (66.8 MB)
t=  29.2s | network    | registry → rpi3_13   | unknown                   | docker_pull (66.8 MB)
t=  29.3s | network    | registry → rpi3_14   | unknown                   | docker_pull (66.8 MB)
t=  29.4s | network    | registry → rpi4_22   | unknown                   | docker_pull (66.8 MB)
t=  29.5s | network    | nuc_9 → nano_5       | unknown                   | data_download (55.3 MB)
t=  29.6s | network    | nuc_9 → nano_4       | unknown                   | data_download (55.3 MB)
t=  29.7s | network    | registry → nuc_72    | unknown                   | docker_pull (190.7 MB)
t=  29.8s | network    | registry → nuc_74    | unknown                   | docker_pull (190.7 MB)
t=  29.9s | network    | nuc_9 → nano_20      | unknown                   | data_download (98.2 MB)
t=  30.0s | replica    | nano_20              | resnet50-inference-residential | deploy replica of resnet50-inference-residential
t=  30.0s | network    | nuc_9 → nano_5       | unknown                   | data_download (55.3 MB)
t=  30.1s | network    | nuc_9 → nano_17      | unknown                   | data_download (98.2 MB)
t=  30.2s | network    | registry → rpi4_23   | unknown                   | docker_pull (66.8 MB)
t=  30.3s | network    | registry → rpi4_16   | unknown                   | docker_pull (66.8 MB)
t=  30.4s | network    | registry → rpi4_17   | unknown                   | docker_pull (66.8 MB)
t=  30.5s | network    | registry → rockpi_9  | unknown                   | docker_pull (80.1 MB)
t=  30.6s | network    | nuc_9 → nano_4       | unknown                   | data_download (55.3 MB)
t=  30.7s | network    | registry → nuc_91    | unknown                   | docker_pull (190.7 MB)
