value,name,function_id
deploy,resnet50-inference,140668322137520
deploy,resnet50-inference-downtown,140668322138576
deploy,resnet50-inference-suburb,140668322139776
deploy,resnet50-inference-industrial,140668322140976
deploy,resnet50-inference-residential,140668322142176
deploy,speech-inference,140668322143376
deploy,speech-inference-downtown,140668322144576
deploy,speech-inference-suburb,140668322145776
deploy,speech-inference-industrial,140668322146976
deploy,resnet50-preprocessing,140668322148176
deploy,resnet50-preprocessing-downtown,140668322148992
deploy,resnet50-preprocessing-suburb,140668322149808
deploy,resnet50-preprocessing-industrial,140668322150624
deploy,resnet50-training,140668322151440
deploy,resnet50-training-downtown,140668322185472
