value,function_name,node_name,replica_id
deploy,resnet50-inference,tx2_0,140206526360144
deploy,resnet50-training,nx_5,140206526370896
deploy,mobilenet-inference,coral_2,140206526376016
deploy,speech-inference,rpi4_18,140206527609472
deploy,resnet50-preprocessing,rpi4_19,140206524827808
startup,mobilenet-inference,coral_2,140206526376016
setup,mobilenet-inference,coral_2,140206526376016
finish,mobilenet-inference,coral_2,140206526376016
startup,speech-inference,rpi4_18,140206527609472
setup,speech-inference,rpi4_18,140206527609472
finish,speech-inference,rpi4_18,140206527609472
startup,resnet50-preprocessing,rpi4_19,140206524827808
setup,resnet50-preprocessing,rpi4_19,140206524827808
finish,resnet50-preprocessing,rpi4_19,140206524827808
startup,resnet50-inference,tx2_0,140206526360144
setup,resnet50-inference,tx2_0,140206526360144
finish,resnet50-inference,tx2_0,140206526360144
startup,resnet50-training,nx_5,140206526370896
setup,resnet50-training,nx_5,140206526370896
finish,resnet50-training,nx_5,140206526370896
