value,name,function_id
deploy,resnet50-inference,139896937235408
deploy,resnet50-inference-downtown,139896937382096
deploy,resnet50-inference-suburb,139896937383296
deploy,resnet50-inference-industrial,139896937384496
deploy,resnet50-inference-residential,139896937385696
deploy,speech-inference,139896937386896
deploy,speech-inference-downtown,139896937388096
deploy,speech-inference-suburb,139896937389296
deploy,speech-inference-industrial,139896937390496
deploy,resnet50-preprocessing,139896937391696
deploy,resnet50-preprocessing-downtown,139896937392512
deploy,resnet50-preprocessing-suburb,139896937393328
deploy,resnet50-preprocessing-industrial,139896937394144
deploy,resnet50-training,139896937394960
deploy,resnet50-training-downtown,139896937396160
