t_fet_start,t_fet_end,t_wait_start,t_wait_end,function_name,function_image,node,replica_id,request_id
6.047428912757548,6.438425862578551,6.047428912757548,6.047428912757548,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,3
6.058667785677632,6.446593341927577,6.058667785677632,6.058667785677632,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,4
6.13044790417124,6.559966276747967,6.13044790417124,6.13044790417124,resnet50-inference-suburb,faas-workloads/resnet-inference-gpu,tx2_2,139884601797088,9
6.187506622122738,6.587937923421134,6.187506622122738,6.187506622122738,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,13
6.2076662126774345,6.60857181734672,6.2076662126774345,6.2076662126774345,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,nx_0,139884601798096,16
6.224725263341888,6.623080646056685,6.224725263341888,6.224725263341888,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,17
6.2516144441139145,6.650572322051701,6.2516144441139145,6.2516144441139145,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,nx_0,139884601798096,18
6.284154731954212,6.664059988723107,6.284154731954212,6.284154731954212,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,21
6.29922416714467,6.678302105659762,6.29922416714467,6.29922416714467,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,23
6.438425862578551,6.820994925506057,6.321598270734951,6.438425862578551,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,25
6.445034166627772,6.827903593989086,6.445034166627772,6.445034166627772,resnet50-inference-suburb,faas-workloads/resnet-inference-gpu,tx2_2,139884601797088,33
6.427555772391434,6.835096921774673,6.427555772391434,6.427555772391434,resnet50-inference-suburb,faas-workloads/resnet-inference-gpu,tx2_2,139884601797088,31
6.446593341927577,6.843235439177556,6.396564402451554,6.446593341927577,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,29
6.509836828909615,6.8769466638743175,6.509836828909615,6.509836828909615,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,nx_0,139884601798096,39
6.566620242945038,6.972394938739453,6.566620242945038,6.566620242945038,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,48
6.647283525029478,7.0391895358340095,6.647283525029478,6.647283525029478,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,nx_0,139884601798096,56
6.664059988723107,7.048921592695945,6.507650940283109,6.664059988723107,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,38
6.678302105659762,7.081039142452919,6.600846958285276,6.678302105659762,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,51
6.778529822204905,7.167169054279854,6.778529822204905,6.778529822204905,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,64
6.820994925506057,7.209489357411344,6.612078258670463,6.820994925506057,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,52
6.843235439177556,7.22854869474186,6.722680684942809,6.843235439177556,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,62
7.048921592695945,7.431232093881424,6.774001496805475,7.048921592695945,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,63
7.081039142452919,7.491278388901771,7.000647668341776,7.081039142452919,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,79
7.121338297466208,7.4975720466812446,7.121338297466208,7.121338297466208,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,nx_0,139884601798096,91
7.125226642157746,7.51447892948445,7.125226642157746,7.125226642157746,resnet50-inference-suburb,faas-workloads/resnet-inference-gpu,tx2_2,139884601797088,93
7.123023281364393,7.515549816719747,7.123023281364393,7.123023281364393,resnet50-inference-suburb,faas-workloads/resnet-inference-gpu,tx2_2,139884601797088,92
7.209489357411344,7.605367019948601,7.105043046963972,7.209489357411344,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,87
7.22854869474186,7.60974218525937,7.212049550954564,7.22854869474186,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,96
7.298590169200149,7.677353165101337,7.298590169200149,7.298590169200149,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,nx_0,139884601798096,102
7.307911821629286,7.688698753999471,7.307911821629286,7.307911821629286,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,nx_0,139884601798096,103
7.431232093881424,7.820408979033053,7.309106468193475,7.431232093881424,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,104
7.490552401685985,7.90801649226013,7.490552401685985,7.490552401685985,resnet50-inference-residential,faas-workloads/resnet-inference-gpu,nx_1,139884601799056,115
7.529222514846584,7.917420658099418,7.529222514846584,7.529222514846584,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,nx_0,139884601798096,118
7.537159665536618,7.939700844710451,7.537159665536618,7.537159665536618,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,119
7.672917265566674,8.05922091932338,7.672917265566674,7.672917265566674,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,127
7.755014950719118,8.147791377262848,7.755014950719118,7.755014950719118,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,133
7.783048186564555,8.16011293064649,7.783048186564555,7.783048186564555,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,nx_0,139884601798096,138
7.784377479746054,8.163998792984836,7.784377479746054,7.784377479746054,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,139
7.782553934231808,8.20654406153367,7.782553934231808,7.782553934231808,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,137
7.820716241439493,8.21545136621224,7.820716241439493,7.820716241439493,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,145
7.820408979033053,8.216978682801793,7.800504185301243,7.820408979033053,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,142
7.939700844710451,8.332506496112602,7.818340720286694,7.939700844710451,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,144
7.951983121977188,8.337621504640367,7.951983121977188,7.951983121977188,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,151
8.05922091932338,8.439315324018855,8.00544678503157,8.05922091932338,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,155
8.137201049726134,8.516157035604726,8.137201049726134,8.137201049726134,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,nx_0,139884601798096,165
8.147791377262848,8.529466651643991,8.02277357735456,8.147791377262848,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,157
8.163998792984836,8.545050784520447,7.866400904615929,8.163998792984836,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,146
8.20654406153367,8.595826402101094,8.061368250701062,8.20654406153367,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,161
8.216978682801793,8.597138663806962,8.214355139137368,8.216978682801793,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,169
8.21545136621224,8.612386332400005,8.133195940945553,8.21545136621224,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,164
8.257579855529391,8.643627272538197,8.257579855529391,8.257579855529391,resnet50-inference-residential,faas-workloads/resnet-inference-gpu,nx_1,139884601799056,172
8.332506496112602,8.719183769517787,8.229237639626772,8.332506496112602,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,170
8.3376041125476,8.722738770369254,8.3376041125476,8.3376041125476,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,nx_0,139884601798096,180
8.337621504640367,8.735170491073701,8.285493360245095,8.337621504640367,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,176
8.439315324018855,8.825564959854024,8.39725595081691,8.439315324018855,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,185
8.529466651643991,8.915213017949316,8.459685895930603,8.529466651643991,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,188
8.561476827198826,8.939471874536189,8.561476827198826,8.561476827198826,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,nx_0,139884601798096,196
8.553446764683212,8.94057916722928,8.553446764683212,8.553446764683212,resnet50-inference-suburb,faas-workloads/resnet-inference-gpu,tx2_2,139884601797088,195
8.545050784520447,8.941417814561728,8.269432316752269,8.545050784520447,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,174
8.565941454466959,8.961136454172781,8.565941454466959,8.565941454466959,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,nx_0,139884601798096,197
8.595826402101094,8.994972247121058,8.27755529453327,8.595826402101094,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,175
8.597138663806962,8.996301946492332,8.34240136611688,8.597138663806962,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,181
8.625934748158858,9.00027621011914,8.625934748158858,8.625934748158858,resnet50-inference-residential,faas-workloads/resnet-inference-gpu,nx_1,139884601799056,201
8.627939989339371,9.014513636653314,8.627939989339371,8.627939989339371,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,203
8.719183769517787,9.117452045689518,8.48958586549977,8.719183769517787,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,190
8.735170491073701,9.127735642978822,8.631262465616826,8.735170491073701,resnet50-inference,faas-workloads/resnet-inference-gpu,tx2_0,139884600834896,204
8.941417814561728,9.331950809855462,8.569817438799008,8.941417814561728,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,tx2_1,139884600835760,198
