value,function_name,image,replica_id,node_name,successful
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140588589164128,,
queue,resnet50-training,faas-workloads/resnet-training-gpu,140588589175568,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140588589164128,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140588589164128,tx2_0,True
queue,mobilenet-inference,faas-workloads/mobilenet-inference-tpu,140588589180688,,
queue,speech-inference,faas-workloads/speech-inference-tflite,140588590429632,,
queue,resnet50-preprocessing,faas-workloads/resnet-preprocessing,140588587680736,,
start,resnet50-training,faas-workloads/resnet-training-gpu,140588589175568,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,140588589175568,nx_5,True
start,mobilenet-inference,faas-workloads/mobilenet-inference-tpu,140588589180688,,
finish,mobilenet-inference,faas-workloads/mobilenet-inference-tpu,140588589180688,coral_2,True
start,speech-inference,faas-workloads/speech-inference-tflite,140588590429632,,
finish,speech-inference,faas-workloads/speech-inference-tflite,140588590429632,rpi4_18,True
start,resnet50-preprocessing,faas-workloads/resnet-preprocessing,140588587680736,,
finish,resnet50-preprocessing,faas-workloads/resnet-preprocessing,140588587680736,rpi4_19,True
