value,name,function_id
deploy,python-pi,139811394856384
deploy,python-pi-downtown,139811394857056
deploy,python-pi-suburb,139811394857872
deploy,python-pi-industrial,139811394858688
deploy,python-pi-residential,139811394859504
deploy,python-pi-commercial,139811394860320
deploy,python-pi-airport,139811394861136
deploy,fio,139811394861952
deploy,fio-downtown,139811394862768
