t_fet_start,t_fet_end,t_wait_start,t_wait_end,function_name,function_image,node,replica_id,request_id
1.3820970134469328,2.287896391050576,1.3820970134469328,1.3820970134469328,python-pi-airport,faas-workloads/python-pi,rockpi_18,139811395362464,13
1.3867258435891052,2.298212200235722,1.3867258435891052,1.3867258435891052,python-pi-airport,faas-workloads/python-pi,rockpi_18,139811395362464,14
1.0649748814664632,2.3558319021698457,1.0649748814664632,1.0649748814664632,python-pi-residential,faas-workloads/python-pi,nx_13,139811395360544,3
1.242809170789446,2.559675196437304,1.242809170789446,1.242809170789446,python-pi-commercial,faas-workloads/python-pi,nx_13,139811395361504,8
1.673149418708554,2.5805318620686695,1.673149418708554,1.673149418708554,python-pi-airport,faas-workloads/python-pi,rockpi_18,139811395362464,25
1.339545338225351,2.640590663361793,1.339545338225351,1.339545338225351,python-pi-commercial,faas-workloads/python-pi,nx_13,139811395361504,12
1.7742186257305814,2.682761207375556,1.7742186257305814,1.7742186257305814,python-pi-airport,faas-workloads/python-pi,rockpi_18,139811395362464,31
1.3887722555845272,2.690828291421246,1.3887722555845272,1.3887722555845272,python-pi-commercial,faas-workloads/python-pi,nx_13,139811395361504,15
1.0400480718470149,2.7428142226761127,1.0400480718470149,1.0400480718470149,python-pi,faas-workloads/python-pi,rpi4_20,139811394573968,1
1.0510914349724707,2.752034692515064,1.0510914349724707,1.0510914349724707,python-pi-industrial,faas-workloads/python-pi,rpi4_27,139811395359584,2
1.4867228264161332,2.788776440128715,1.4867228264161332,1.4867228264161332,python-pi-commercial,faas-workloads/python-pi,nx_13,139811395361504,19
1.0704868888672465,2.830734320038448,1.0704868888672465,1.0704868888672465,python-pi-industrial,faas-workloads/python-pi,rpi4_27,139811395359584,4
1.1450734074235243,2.8449568368265385,1.1450734074235243,1.1450734074235243,python-pi-industrial,faas-workloads/python-pi,rpi4_27,139811395359584,6
1.2991674723467974,2.995499164682219,1.2991674723467974,1.2991674723467974,python-pi-suburb,faas-workloads/python-pi,rpi4_26,139811395358480,10
1.3138228476492928,3.0680542610954715,1.3138228476492928,1.3138228476492928,python-pi-industrial,faas-workloads/python-pi,rpi4_27,139811395359584,11
1.4635187217923393,3.178972439259342,1.4635187217923393,1.4635187217923393,python-pi,faas-workloads/python-pi,rpi4_20,139811394573968,17
1.930829880760888,3.212162296252126,1.930829880760888,1.930829880760888,python-pi-residential,faas-workloads/python-pi,nx_13,139811395360544,34
2.3375705672980063,3.2408098034467616,2.3375705672980063,2.3375705672980063,python-pi-airport,faas-workloads/python-pi,rockpi_18,139811395362464,49
1.6022228888770857,3.313033672473588,1.6022228888770857,1.6022228888770857,python-pi,faas-workloads/python-pi,rpi4_20,139811394573968,22
1.6090535885589266,3.32431099426885,1.6090535885589266,1.6090535885589266,python-pi-suburb,faas-workloads/python-pi,rpi4_26,139811395358480,23
1.6552020980628468,3.376592824377384,1.6552020980628468,1.6552020980628468,python-pi-downtown,faas-workloads/python-pi,rpi4_21,139811394574832,24
1.6945035157319337,3.3922658275528987,1.6945035157319337,1.6945035157319337,python-pi-downtown,faas-workloads/python-pi,rpi4_21,139811394574832,26
2.5102596335065197,3.4178849004040317,2.5102596335065197,2.5102596335065197,python-pi-airport,faas-workloads/python-pi,rockpi_18,139811395362464,54
2.5808844645783546,3.4851013376351947,2.5808844645783546,2.5808844645783546,python-pi-airport,faas-workloads/python-pi,rockpi_18,139811395362464,57
1.7372539691059063,3.491280484780778,1.7372539691059063,1.7372539691059063,python-pi,faas-workloads/python-pi,rpi4_20,139811394573968,30
2.7283751528586278,3.631185692999292,2.7283751528586278,2.7283751528586278,python-pi-airport,faas-workloads/python-pi,rockpi_18,139811395362464,63
1.9620911069553697,3.6636652121785316,1.9620911069553697,1.9620911069553697,python-pi-downtown,faas-workloads/python-pi,rpi4_21,139811394574832,35
2.0539156873056026,3.766964018866446,2.0539156873056026,2.0539156873056026,python-pi-downtown,faas-workloads/python-pi,rpi4_21,139811394574832,37
2.559675196437304,3.852055116524003,1.8272463628146178,2.559675196437304,python-pi-commercial,faas-workloads/python-pi,nx_13,139811395361504,32
2.5679332543927216,3.8580760781242693,2.5679332543927216,2.5679332543927216,python-pi-residential,faas-workloads/python-pi,nx_13,139811395360544,56
2.640590663361793,3.9367786590654448,2.2466422220859674,2.640590663361793,python-pi-commercial,faas-workloads/python-pi,nx_13,139811395361504,43
2.2501707551736474,3.949754015261882,2.2501707551736474,2.2501707551736474,python-pi-suburb,faas-workloads/python-pi,rpi4_26,139811395358480,44
2.690828291421246,4.0019434494710175,2.5949696573350574,2.690828291421246,python-pi-commercial,faas-workloads/python-pi,nx_13,139811395361504,58
2.305517762126429,4.0754822015179695,2.305517762126429,2.305517762126429,python-pi-suburb,faas-workloads/python-pi,rpi4_26,139811395358480,47
2.815501133983541,4.113554404101152,2.815501133983541,2.815501133983541,python-pi-commercial,faas-workloads/python-pi,nx_13,139811395361504,66
3.2408098034467616,4.147161383844026,2.739498350672535,3.2408098034467616,python-pi-airport,faas-workloads/python-pi,rockpi_18,139811395362464,64
3.4178849004040317,4.3291984251073385,2.7911717889547147,3.4178849004040317,python-pi-airport,faas-workloads/python-pi,rockpi_18,139811395362464,65
3.4851013376351947,4.395474131443081,2.991704141949045,3.4851013376351947,python-pi-airport,faas-workloads/python-pi,rockpi_18,139811395362464,74
2.7428142226761127,4.447167511125163,2.1110286593658016,2.7428142226761127,python-pi,faas-workloads/python-pi,rpi4_20,139811394573968,39
