value,name,function_id
deploy,resnet50-inference,139798946125648
deploy,resnet50-inference-downtown,139798946126704
deploy,resnet50-inference-suburb,139798946127904
deploy,resnet50-inference-industrial,139798946129104
deploy,speech-inference,139798946130304
deploy,speech-inference-downtown,139798946131504
deploy,speech-inference-suburb,139798946132704
deploy,resnet50-training,139798946133904
deploy,resnet50-training-downtown,139798946135104
deploy,python-pi,139798946185520
deploy,python-pi-downtown,139798946186336
deploy,python-pi-suburb,139798946187152
deploy,fio,139798946187968
deploy,fio-downtown,139798946188784
deploy,fio-suburb,139798946189600
