value,name,function_id
deploy,resnet50-inference,139817703426944
deploy,resnet50-inference-downtown,139817703428000
deploy,resnet50-inference-suburb,139817703429200
deploy,resnet50-inference-industrial,139817703430400
deploy,resnet50-inference-residential,139817703431600
deploy,speech-inference,139817703432800
deploy,speech-inference-downtown,139817703434000
deploy,speech-inference-suburb,139817703435200
deploy,speech-inference-industrial,139817703436400
deploy,resnet50-preprocessing,139817703437600
deploy,resnet50-preprocessing-downtown,139817703438416
deploy,resnet50-preprocessing-suburb,139817703439232
deploy,resnet50-preprocessing-industrial,139817703440048
deploy,resnet50-training,139817703490080
deploy,resnet50-training-downtown,139817703491280
