value,name,function_id
deploy,resnet50-inference,139735840585232
deploy,resnet50-inference-downtown,139735840586288
deploy,resnet50-inference-suburb,139735840587488
deploy,speech-inference,139735840605136
deploy,speech-inference-downtown,139735840606336
deploy,speech-inference-suburb,139735840607536
deploy,resnet50-preprocessing,139735840608736
deploy,resnet50-training,139735840609552
deploy,resnet50-training-downtown,139735840610752
