value,function_name,image,replica_id,node_name,successful
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140633029405008,,
queue,speech-inference,faas-workloads/speech-inference-tflite,140633029405872,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140633029405008,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140633029405008,nx_0,True
queue,resnet50-preprocessing,faas-workloads/resnet-preprocessing,140633029660624,,
queue,resnet50-training,faas-workloads/resnet-training-gpu,140633029661584,,
queue,python-pi,faas-workloads/python-pi,140633029662544,,
queue,fio,faas-workloads/fio,140633029663504,,
start,speech-inference,faas-workloads/speech-inference-tflite,140633029405872,,
finish,speech-inference,faas-workloads/speech-inference-tflite,140633029405872,rockpi_30,True
start,resnet50-preprocessing,faas-workloads/resnet-preprocessing,140633029660624,,
finish,resnet50-preprocessing,faas-workloads/resnet-preprocessing,140633029660624,rockpi_30,True
start,resnet50-training,faas-workloads/resnet-training-gpu,140633029661584,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,140633029661584,nano_15,True
start,python-pi,faas-workloads/python-pi,140633029662544,,
finish,python-pi,faas-workloads/python-pi,140633029662544,rockpi_25,True
start,fio,faas-workloads/fio,140633029663504,,
finish,fio,faas-workloads/fio,140633029663504,rpi3_21,True
queue,python-pi,faas-workloads/python-pi,140633027328608,,
queue,fio,faas-workloads/fio,140633027603872,,
start,python-pi,faas-workloads/python-pi,140633027328608,,
finish,python-pi,faas-workloads/python-pi,140633027328608,rockpi_25,True
start,fio,faas-workloads/fio,140633027603872,,
finish,fio,faas-workloads/fio,140633027603872,rpi3_21,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140633029665616,,
queue,python-pi,faas-workloads/python-pi,140633024750800,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140633029665616,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140633029665616,nano_17,True
queue,fio,faas-workloads/fio,140633024749648,,
start,python-pi,faas-workloads/python-pi,140633024750800,,
finish,python-pi,faas-workloads/python-pi,140633024750800,rockpi_16,True
start,fio,faas-workloads/fio,140633024749648,,
finish,fio,faas-workloads/fio,140633024749648,rpi3_22,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140633023943712,,
queue,resnet50-training,faas-workloads/resnet-training-gpu,140633024103568,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140633023943712,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140633023943712,nano_0,True
queue,python-pi,faas-workloads/python-pi,140633024104528,,
queue,fio,faas-workloads/fio,140633024105296,,
