value,name,function_id
deploy,resnet50-inference,140633029523584
deploy,speech-inference,140633029524640
deploy,resnet50-preprocessing,140633029525904
deploy,resnet50-training,140633029526720
deploy,python-pi,140633029527920
deploy,fio,140633029528736
