value,name,function_id
deploy,resnet50-inference,140349133708640
deploy,resnet50-inference-downtown,140349133708880
deploy,resnet50-inference-suburb,140349133568976
deploy,resnet50-inference-industrial,140349133569648
deploy,resnet50-inference-residential,140349133983680
deploy,resnet50-inference-commercial,140349133363088
deploy,resnet50-inference-airport,140349133363472
deploy,resnet50-inference-port,140349133634944
deploy,speech-inference,140349134110800
deploy,speech-inference-downtown,140349133884464
deploy,speech-inference-suburb,140349133884944
deploy,speech-inference-industrial,140349133671168
deploy,speech-inference-residential,140349133651664
deploy,speech-inference-commercial,140349134143568
deploy,resnet50-preprocessing,140349133968944
deploy,resnet50-preprocessing-downtown,140349133969280
deploy,resnet50-preprocessing-suburb,140349133969616
deploy,resnet50-preprocessing-industrial,140349133969840
deploy,resnet50-preprocessing-residential,140349133970064
deploy,resnet50-preprocessing-commercial,140349133970176
deploy,resnet50-preprocessing-airport,140349133970288
deploy,resnet50-preprocessing-port,140349133970400
deploy,resnet50-training,140349133970512
deploy,resnet50-training-downtown,140349133970624
deploy,resnet50-training-suburb,140349133970736
deploy,resnet50-training-industrial,140349133970848
