FAAS SIMULATION SUMMARY
======================

Report generated: 2025-08-14 17:36:29

Topology Overview:
  Number of nodes: 120
  Number of functions: 6
  Number of images: 8

Node Distribution:
  nx_10: 950 invocations (2.7%)
  rockpi_8: 1596 invocations (4.6%)
  rockpi_30: 531 invocations (1.5%)
  nx_3: 775 invocations (2.2%)
  coral_1: 715 invocations (2.1%)
  nano_15: 569 invocations (1.6%)
  rpi3_5: 659 invocations (1.9%)
  nx_13: 1009 invocations (2.9%)
  rockpi_13: 731 invocations (2.1%)
  coral_3: 193 invocations (0.6%)
  nano_19: 511 invocations (1.5%)
  rockpi_12: 684 invocations (2.0%)
  rpi3_3: 173 invocations (0.5%)
  nano_9: 475 invocations (1.4%)
  rockpi_5: 645 invocations (1.9%)
  nano_21: 447 invocations (1.3%)
  rockpi_21: 684 invocations (2.0%)
  rpi3_4: 170 invocations (0.5%)
  nano_20: 419 invocations (1.2%)
  rockpi_19: 648 invocations (1.9%)
  nano_22: 386 invocations (1.1%)
  rpi3_21: 197 invocations (0.6%)
  nano_11: 363 invocations (1.0%)
  rockpi_16: 549 invocations (1.6%)
  nano_0: 339 invocations (1.0%)
  rpi3_22: 190 invocations (0.5%)
  rockpi_14: 577 invocations (1.7%)
  nano_2: 320 invocations (0.9%)
  rockpi_10: 505 invocations (1.5%)
  nx_5: 464 invocations (1.3%)
  nx_4: 169 invocations (0.5%)
  rpi3_23: 193 invocations (0.6%)
  nx_7: 447 invocations (1.3%)
  nano_6: 292 invocations (0.8%)
  rockpi_0: 440 invocations (1.3%)
  nano_8: 274 invocations (0.8%)
  rpi3_27: 185 invocations (0.5%)
  rockpi_28: 533 invocations (1.5%)
  nano_27: 260 invocations (0.7%)
  rockpi_4: 508 invocations (1.5%)
  nano_14: 249 invocations (0.7%)
  nx_11: 272 invocations (0.8%)
  rpi3_28: 183 invocations (0.5%)
  rpi3_1: 332 invocations (1.0%)
  nano_24: 237 invocations (0.7%)
  rockpi_23: 446 invocations (1.3%)
  nx_9: 388 invocations (1.1%)
  rpi3_29: 179 invocations (0.5%)
  rockpi_11: 351 invocations (1.0%)
  nx_0: 238 invocations (0.7%)
  rockpi_25: 374 invocations (1.1%)
  nano_25: 205 invocations (0.6%)
  rpi3_0: 172 invocations (0.5%)
  coral_0: 276 invocations (0.8%)
  nano_4: 195 invocations (0.6%)
  rpi3_2: 136 invocations (0.4%)
  rockpi_1: 316 invocations (0.9%)
  coral_2: 231 invocations (0.7%)
  rpi3_9: 170 invocations (0.5%)
  rockpi_2: 344 invocations (1.0%)
  rockpi_3: 286 invocations (0.8%)
  rpi3_15: 266 invocations (0.8%)
  rpi3_10: 169 invocations (0.5%)
  rockpi_32: 266 invocations (0.8%)
  rpi3_16: 254 invocations (0.7%)
  nx_12: 320 invocations (0.9%)
  rpi3_17: 245 invocations (0.7%)
  rpi3_11: 161 invocations (0.5%)
  rpi3_33: 236 invocations (0.7%)
  rockpi_22: 343 invocations (1.0%)
  rpi3_34: 229 invocations (0.7%)
  rockpi_24: 312 invocations (0.9%)
  rockpi_33: 312 invocations (0.9%)
  rpi3_35: 220 invocations (0.6%)
  nx_6: 217 invocations (0.6%)
  rockpi_15: 350 invocations (1.0%)
  rpi3_18: 213 invocations (0.6%)
  rpi3_19: 210 invocations (0.6%)
  rpi3_20: 203 invocations (0.6%)
  rpi3_24: 197 invocations (0.6%)
  rpi3_25: 195 invocations (0.6%)
  rpi3_26: 192 invocations (0.6%)
  nx_2: 277 invocations (0.8%)
  rpi3_30: 188 invocations (0.5%)
  rpi3_31: 182 invocations (0.5%)
  rockpi_17: 196 invocations (0.6%)
  rpi3_32: 92 invocations (0.3%)
  rpi3_6: 89 invocations (0.3%)
  rockpi_20: 241 invocations (0.7%)
