value,function_name,image,replica_id,node_name,successful
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140329645874416,,
queue,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,140329645875280,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140329645874416,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140329645874416,nano_21,True
queue,resnet50-inference-suburb,faas-workloads/resnet-inference-gpu,140329646146896,,
queue,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,140329646147856,,
queue,resnet50-inference-residential,faas-workloads/resnet-inference-gpu,140329646148816,,
queue,resnet50-inference-commercial,faas-workloads/resnet-inference-gpu,140329646149776,,
queue,resnet50-training,faas-workloads/resnet-training-gpu,140329646150736,,
queue,resnet50-training-downtown,faas-workloads/resnet-training-gpu,140329646151696,,
start,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,140329645875280,,
finish,resnet50-inference-downtown,faas-workloads/resnet-inference-gpu,140329645875280,tx2_0,True
start,resnet50-inference-suburb,faas-workloads/resnet-inference-gpu,140329646146896,,
finish,resnet50-inference-suburb,faas-workloads/resnet-inference-gpu,140329646146896,tx2_1,True
start,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,140329646147856,,
finish,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,140329646147856,nano_9,True
start,resnet50-inference-residential,faas-workloads/resnet-inference-gpu,140329646148816,,
finish,resnet50-inference-residential,faas-workloads/resnet-inference-gpu,140329646148816,nano_16,True
start,resnet50-inference-commercial,faas-workloads/resnet-inference-gpu,140329646149776,,
finish,resnet50-inference-commercial,faas-workloads/resnet-inference-gpu,140329646149776,nano_15,True
start,resnet50-training,faas-workloads/resnet-training-gpu,140329646150736,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,140329646150736,nano_0,True
start,resnet50-training-downtown,faas-workloads/resnet-training-gpu,140329646151696,,
finish,resnet50-training-downtown,faas-workloads/resnet-training-gpu,140329646151696,nano_0,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140329645506368,,
queue,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,140329643875712,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140329645506368,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140329645506368,nano_1,True
queue,resnet50-inference-residential,faas-workloads/resnet-inference-gpu,140329643876672,,
queue,resnet50-inference-commercial,faas-workloads/resnet-inference-gpu,140329643877392,,
queue,resnet50-training,faas-workloads/resnet-training-gpu,140329643878160,,
queue,resnet50-training-downtown,faas-workloads/resnet-training-gpu,140329643878928,,
start,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,140329643875712,,
finish,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,140329643875712,nano_17,True
start,resnet50-inference-residential,faas-workloads/resnet-inference-gpu,140329643876672,,
finish,resnet50-inference-residential,faas-workloads/resnet-inference-gpu,140329643876672,nano_19,True
start,resnet50-inference-commercial,faas-workloads/resnet-inference-gpu,140329643877392,,
finish,resnet50-inference-commercial,faas-workloads/resnet-inference-gpu,140329643877392,nano_14,True
start,resnet50-training,faas-workloads/resnet-training-gpu,140329643878160,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,140329643878160,nano_20,True
start,resnet50-training-downtown,faas-workloads/resnet-training-gpu,140329643878928,,
finish,resnet50-training-downtown,faas-workloads/resnet-training-gpu,140329643878928,nano_20,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140329641591760,,
queue,resnet50-inference-industrial,faas-workloads/resnet-inference-gpu,140329641828768,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140329641591760,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140329641591760,nano_8,True
queue,resnet50-inference-residential,faas-workloads/resnet-inference-gpu,140329641829728,,
queue,resnet50-inference-commercial,faas-workloads/resnet-inference-gpu,140329641830448,,
queue,resnet50-training,faas-workloads/resnet-training-gpu,140329641831216,,
