timestamp,strategy,deployment,current_replicas,current_load_rps,avg_response_time_ms,evaluation_type
5,HighPerformanceShortTimeBinPacker,resnet50-inference,1,0.0,0.0,scaling_check
5,HighPerformanceShortTimeBinPacker,resnet50-inference-downtown,1,0.0,0.0,scaling_check
5,HighPerformanceShortTimeBinPacker,resnet50-inference-suburb,1,0.0,0.0,scaling_check
5,HighPerformanceShortTimeBinPacker,resnet50-inference-industrial,1,0.0,0.0,scaling_check
5,HighPerformanceShortTimeBinPacker,resnet50-inference-residential,1,0.0,0.0,scaling_check
5,HighPerformanceShortTimeBinPacker,resnet50-inference-commercial,1,0.0,0.0,scaling_check
5,HighPerformanceShortTimeBinPacker,resnet50-training,1,0.0,0.0,scaling_check
5,HighPerformanceShortTimeBinPacker,resnet50-training-downtown,1,0.0,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-inference,2,3.0,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-inference-downtown,1,2.8,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-inference-suburb,1,1.2,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-inference-industrial,2,2.4,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-inference-residential,2,3.0,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-inference-commercial,2,2.8,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-training,2,5.0,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-training-downtown,2,5.0,0.0,scaling_check
15,HighPerformanceShortTimeBinPacker,resnet50-inference,3,3.0,0.0,scaling_check
15,HighPerformanceShortTimeBinPacker,resnet50-inference-downtown,1,2.8,0.0,scaling_check
15,HighPerformanceShortTimeBinPacker,resnet50-inference-suburb,1,3.4,0.0,scaling_check
15,HighPerformanceShortTimeBinPacker,resnet50-inference-industrial,3,3.4,0.0,scaling_check
15,HighPerformanceShortTimeBinPacker,resnet50-inference-residential,3,4.4,0.0,scaling_check
