value,function_name,node_name,replica_id
deploy,resnet50-inference,tx2_0,140588589164128
deploy,resnet50-training,nx_5,140588589175568
deploy,mobilenet-inference,coral_2,140588589180688
deploy,speech-inference,rpi4_18,140588590429632
deploy,resnet50-preprocessing,rpi4_19,140588587680736
startup,mobilenet-inference,coral_2,140588589180688
setup,mobilenet-inference,coral_2,140588589180688
finish,mobilenet-inference,coral_2,140588589180688
startup,speech-inference,rpi4_18,140588590429632
setup,speech-inference,rpi4_18,140588590429632
finish,speech-inference,rpi4_18,140588590429632
startup,resnet50-preprocessing,rpi4_19,140588587680736
setup,resnet50-preprocessing,rpi4_19,140588587680736
finish,resnet50-preprocessing,rpi4_19,140588587680736
startup,resnet50-inference,tx2_0,140588589164128
setup,resnet50-inference,tx2_0,140588589164128
finish,resnet50-inference,tx2_0,140588589164128
startup,resnet50-training,nx_5,140588589175568
setup,resnet50-training,nx_5,140588589175568
finish,resnet50-training,nx_5,140588589175568
