value,name,function_id
deploy,resnet50-inference,139685468125216
deploy,speech-inference,139685468126272
deploy,resnet50-preprocessing,139685468127536
deploy,resnet50-training,139685468128352
deploy,python-pi,139685468129552
deploy,fio,139685468130368
