value,name,function_id
deploy,resnet50-inference,140360572583216
deploy,speech-inference,140360572600720
deploy,resnet50-preprocessing,140360572601920
deploy,resnet50-training,140360572602736
deploy,python-pi,140360572603936
deploy,fio,140360572604752
