value,function_name,image,replica_id,node_name,successful
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140561841809504,,
queue,speech-inference,faas-workloads/speech-inference-tflite,140561841810368,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140561841809504,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140561841809504,nx_10,True
queue,resnet50-preprocessing,faas-workloads/resnet-preprocessing,140561842065312,,
queue,resnet50-training,faas-workloads/resnet-training-gpu,140561842066272,,
queue,python-pi,faas-workloads/python-pi,140561842067232,,
queue,fio,faas-workloads/fio,140561842068192,,
start,speech-inference,faas-workloads/speech-inference-tflite,140561841810368,,
finish,speech-inference,faas-workloads/speech-inference-tflite,140561841810368,rockpi_30,True
start,resnet50-preprocessing,faas-workloads/resnet-preprocessing,140561842065312,,
finish,resnet50-preprocessing,faas-workloads/resnet-preprocessing,140561842065312,rockpi_30,True
start,resnet50-training,faas-workloads/resnet-training-gpu,140561842066272,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,140561842066272,nano_3,True
start,python-pi,faas-workloads/python-pi,140561842067232,,
finish,python-pi,faas-workloads/python-pi,140561842067232,rockpi_8,True
start,fio,faas-workloads/fio,140561842068192,,
finish,fio,faas-workloads/fio,140561842068192,rpi3_3,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140561839911840,,
queue,resnet50-training,faas-workloads/resnet-training-gpu,140561840202480,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140561839911840,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140561839911840,nx_3,True
queue,python-pi,faas-workloads/python-pi,140561840203392,,
queue,fio,faas-workloads/fio,140561840204016,,
start,resnet50-training,faas-workloads/resnet-training-gpu,140561840202480,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,140561840202480,nano_17,True
start,python-pi,faas-workloads/python-pi,140561840203392,,
finish,python-pi,faas-workloads/python-pi,140561840203392,rockpi_8,True
start,fio,faas-workloads/fio,140561840204016,,
finish,fio,faas-workloads/fio,140561840204016,rpi3_3,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140561839252400,,
queue,speech-inference,faas-workloads/speech-inference-tflite,140561837853520,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140561839252400,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140561839252400,nano_15,True
queue,resnet50-training,faas-workloads/resnet-training-gpu,140561837854528,,
queue,python-pi,faas-workloads/python-pi,140561837855392,,
queue,fio,faas-workloads/fio,140561837856160,,
start,speech-inference,faas-workloads/speech-inference-tflite,140561837853520,,
finish,speech-inference,faas-workloads/speech-inference-tflite,140561837853520,nx_10,True
start,resnet50-training,faas-workloads/resnet-training-gpu,140561837854528,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,140561837854528,nano_26,True
start,python-pi,faas-workloads/python-pi,140561837855392,,
finish,python-pi,faas-workloads/python-pi,140561837855392,coral_1,True
start,fio,faas-workloads/fio,140561837856160,,
finish,fio,faas-workloads/fio,140561837856160,rpi3_4,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140561835367760,,
queue,speech-inference,faas-workloads/speech-inference-tflite,140561835543568,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140561835367760,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140561835367760,nx_13,True
queue,resnet50-training,faas-workloads/resnet-training-gpu,140561835544576,,
queue,python-pi,faas-workloads/python-pi,140561835545440,,
queue,fio,faas-workloads/fio,140561835546208,,
start,speech-inference,faas-workloads/speech-inference-tflite,140561835543568,,
finish,speech-inference,faas-workloads/speech-inference-tflite,140561835543568,coral_3,True
start,resnet50-training,faas-workloads/resnet-training-gpu,140561835544576,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,140561835544576,nano_18,True
start,python-pi,faas-workloads/python-pi,140561835545440,,
finish,python-pi,faas-workloads/python-pi,140561835545440,rpi3_5,True
start,fio,faas-workloads/fio,140561835546208,,
finish,fio,faas-workloads/fio,140561835546208,rpi3_4,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140561839546736,,
queue,speech-inference,faas-workloads/speech-inference-tflite,140561833093744,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140561839546736,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140561839546736,nano_19,True
queue,resnet50-training,faas-workloads/resnet-training-gpu,140561833094752,,
queue,python-pi,faas-workloads/python-pi,140561833095616,,
queue,fio,faas-workloads/fio,140561833096384,,
start,speech-inference,faas-workloads/speech-inference-tflite,140561833093744,,
finish,speech-inference,faas-workloads/speech-inference-tflite,140561833093744,rockpi_13,True
start,resnet50-training,faas-workloads/resnet-training-gpu,140561833094752,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,140561833094752,nx_4,True
start,python-pi,faas-workloads/python-pi,140561833095616,,
finish,python-pi,faas-workloads/python-pi,140561833095616,rockpi_13,True
start,fio,faas-workloads/fio,140561833096384,,
finish,fio,faas-workloads/fio,140561833096384,rpi3_21,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140561830929568,,
queue,speech-inference,faas-workloads/speech-inference-tflite,140561831121760,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140561830929568,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140561830929568,nano_9,True
queue,resnet50-training,faas-workloads/resnet-training-gpu,140561831122768,,
queue,python-pi,faas-workloads/python-pi,140561831123632,,
queue,fio,faas-workloads/fio,140561831124400,,
start,speech-inference,faas-workloads/speech-inference-tflite,140561831121760,,
finish,speech-inference,faas-workloads/speech-inference-tflite,140561831121760,nx_3,True
start,resnet50-training,faas-workloads/resnet-training-gpu,140561831122768,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,140561831122768,nano_12,True
start,python-pi,faas-workloads/python-pi,140561831123632,,
finish,python-pi,faas-workloads/python-pi,140561831123632,rockpi_12,True
start,fio,faas-workloads/fio,140561831124400,,
finish,fio,faas-workloads/fio,140561831124400,rpi3_21,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140561828921888,,
queue,speech-inference,faas-workloads/speech-inference-tflite,140561828934128,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140561828921888,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140561828921888,nano_21,True
queue,resnet50-training,faas-workloads/resnet-training-gpu,140561828935040,,
queue,python-pi,faas-workloads/python-pi,140561828935904,,
queue,fio,faas-workloads/fio,140561828936672,,
start,speech-inference,faas-workloads/speech-inference-tflite,140561828934128,,
finish,speech-inference,faas-workloads/speech-inference-tflite,140561828934128,rockpi_12,True
start,resnet50-training,faas-workloads/resnet-training-gpu,140561828935040,,
finish,resnet50-training,faas-workloads/resnet-training-gpu,140561828935040,nx_7,True
start,python-pi,faas-workloads/python-pi,140561828935904,,
finish,python-pi,faas-workloads/python-pi,140561828935904,rockpi_5,True
start,fio,faas-workloads/fio,140561828936672,,
finish,fio,faas-workloads/fio,140561828936672,rpi3_22,True
queue,resnet50-inference,faas-workloads/resnet-inference-gpu,140561826770720,,
queue,speech-inference,faas-workloads/speech-inference-tflite,140561826946816,,
start,resnet50-inference,faas-workloads/resnet-inference-gpu,140561826770720,,
finish,resnet50-inference,faas-workloads/resnet-inference-gpu,140561826770720,nano_20,True
queue,resnet50-training,faas-workloads/resnet-training-gpu,140561826947824,,
queue,python-pi,faas-workloads/python-pi,140561826948688,,
queue,fio,faas-workloads/fio,140561826949456,,
start,speech-inference,faas-workloads/speech-inference-tflite,140561826946816,,
