value,name,image,function_id,node
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nx_14
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,rockpi_59
deploy,resnet50-preprocessing,faas-workloads/resnet-preprocessing,140605319525808,rockpi_59
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nx_22
deploy,python-pi,faas-workloads/python-pi,140605319527824,rockpi_13
deploy,fio,faas-workloads/fio,140605317480704,rpi3_48
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nano_24
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,rockpi_13
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nano_38
deploy,python-pi,faas-workloads/python-pi,140605319527824,coral_11
deploy,fio,faas-workloads/fio,140605317480704,rpi3_48
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nx_6
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,rpi3_49
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nano_14
deploy,python-pi,faas-workloads/python-pi,140605319527824,rpi3_50
deploy,fio,faas-workloads/fio,140605317480704,rpi3_30
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nx_9
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,rockpi_66
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nx_29
deploy,python-pi,faas-workloads/python-pi,140605319527824,rockpi_66
deploy,fio,faas-workloads/fio,140605317480704,rpi3_30
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nano_13
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,rockpi_9
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nx_0
deploy,python-pi,faas-workloads/python-pi,140605319527824,rockpi_9
deploy,fio,faas-workloads/fio,140605317480704,rpi3_31
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nx_4
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,rockpi_15
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nx_12
deploy,python-pi,faas-workloads/python-pi,140605319527824,rockpi_15
deploy,fio,faas-workloads/fio,140605317480704,rpi3_31
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nx_17
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,rockpi_75
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nano_30
deploy,python-pi,faas-workloads/python-pi,140605319527824,rockpi_75
deploy,fio,faas-workloads/fio,140605317480704,rpi3_32
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nx_13
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,nx_14
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nx_18
deploy,python-pi,faas-workloads/python-pi,140605319527824,nx_22
deploy,fio,faas-workloads/fio,140605317480704,rpi3_32
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nx_25
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,rockpi_17
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nano_18
deploy,python-pi,faas-workloads/python-pi,140605319527824,rockpi_17
deploy,fio,faas-workloads/fio,140605317480704,rpi3_12
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nano_32
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,rockpi_12
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nx_7
deploy,python-pi,faas-workloads/python-pi,140605319527824,rockpi_12
deploy,fio,faas-workloads/fio,140605317480704,rpi3_12
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nx_8
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,nx_6
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nx_26
deploy,python-pi,faas-workloads/python-pi,140605319527824,rockpi_10
deploy,fio,faas-workloads/fio,140605317480704,rpi3_13
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nano_27
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,rockpi_10
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nx_16
deploy,python-pi,faas-workloads/python-pi,140605319527824,rockpi_0
deploy,fio,faas-workloads/fio,140605317480704,rpi3_13
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nano_0
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,rockpi_0
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nx_1
deploy,python-pi,faas-workloads/python-pi,140605319527824,rockpi_44
deploy,fio,faas-workloads/fio,140605317480704,rpi3_14
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nx_2
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,rockpi_44
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nx_15
deploy,python-pi,faas-workloads/python-pi,140605319527824,nx_9
deploy,fio,faas-workloads/fio,140605317480704,rpi3_14
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nano_29
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,rockpi_60
deploy,resnet50-training,faas-workloads/resnet-training-gpu,140605319526672,nx_10
deploy,python-pi,faas-workloads/python-pi,140605319527824,rockpi_60
deploy,fio,faas-workloads/fio,140605317480704,rpi3_6
deploy,resnet50-inference,faas-workloads/resnet-inference-gpu,140605319523456,nano_34
deploy,speech-inference,faas-workloads/speech-inference-tflite,140605319524896,nx_29
