FAAS SIMULATION SUMMARY
======================

Report generated: 2025-07-18 17:03:40

Topology Overview:
  Number of nodes: 172
  Number of functions: 15
  Number of images: 5

Node Distribution:
  xeongpu_0: 3427 invocations (4.6%)
  nano_0: 2792 invocations (3.7%)
  nano_2: 1909 invocations (2.6%)
  nano_1: 2793 invocations (3.7%)
  rpi4_56: 694 invocations (0.9%)
  rpi4_48: 300 invocations (0.4%)
  rpi4_49: 300 invocations (0.4%)
  rockpi_22: 1051 invocations (1.4%)
  rockpi_11: 700 invocations (0.9%)
  rockpi_14: 528 invocations (0.7%)
  rpi4_21: 296 invocations (0.4%)
  rpi4_20: 296 invocations (0.4%)
  rpi3_55: 120 invocations (0.2%)
  rpi3_54: 120 invocations (0.2%)
  rockpi_21: 1008 invocations (1.4%)
  rockpi_9: 1007 invocations (1.3%)
  rpi3_56: 64 invocations (0.1%)
  rpi4_51: 276 invocations (0.4%)
  rpi3_45: 373 invocations (0.5%)
  rpi4_52: 639 invocations (0.9%)
  rpi4_50: 276 invocations (0.4%)
  rpi4_53: 636 invocations (0.9%)
  rpi3_47: 369 invocations (0.5%)
  rpi3_46: 371 invocations (0.5%)
  rockpi_8: 953 invocations (1.3%)
  rpi3_37: 112 invocations (0.2%)
  rpi3_36: 112 invocations (0.2%)
  rockpi_15: 940 invocations (1.3%)
  rpi4_1: 268 invocations (0.4%)
  rockpi_25: 928 invocations (1.2%)
  rockpi_26: 903 invocations (1.2%)
  rockpi_10: 903 invocations (1.2%)
  rpi3_16: 105 invocations (0.1%)
  rpi4_57: 248 invocations (0.3%)
  rpi4_35: 244 invocations (0.3%)
  coral_0: 230 invocations (0.3%)
  rpi3_35: 329 invocations (0.4%)
  rpi4_5: 563 invocations (0.8%)
  rpi4_4: 563 invocations (0.8%)
  rpi3_34: 326 invocations (0.4%)
  rpi3_33: 327 invocations (0.4%)
  rockpi_24: 848 invocations (1.1%)
  rockpi_17: 848 invocations (1.1%)
  rockpi_19: 826 invocations (1.1%)
  rockpi_30: 826 invocations (1.1%)
  rockpi_0: 808 invocations (1.1%)
  rockpi_16: 807 invocations (1.1%)
  rpi4_0: 522 invocations (0.7%)
  rpi3_51: 301 invocations (0.4%)
  rpi3_53: 303 invocations (0.4%)
  rpi3_38: 301 invocations (0.4%)
  rockpi_23: 790 invocations (1.1%)
  rockpi_18: 792 invocations (1.1%)
  rpi3_52: 301 invocations (0.4%)
  rockpi_4: 776 invocations (1.0%)
  rockpi_31: 776 invocations (1.0%)
  rockpi_3: 767 invocations (1.0%)
  rockpi_28: 764 invocations (1.0%)
  rockpi_13: 758 invocations (1.0%)
  coral_3: 672 invocations (0.9%)
  coral_2: 635 invocations (0.9%)
  rpi4_47: 497 invocations (0.7%)
  rpi4_46: 390 invocations (0.5%)
  rpi3_15: 290 invocations (0.4%)
  rockpi_6: 753 invocations (1.0%)
  rockpi_1: 744 invocations (1.0%)
  rockpi_5: 744 invocations (1.0%)
  rockpi_20: 737 invocations (1.0%)
  rpi4_36: 483 invocations (0.6%)
  rpi4_37: 351 invocations (0.5%)
  rpi3_27: 279 invocations (0.4%)
  rpi3_17: 280 invocations (0.4%)
  rpi3_28: 278 invocations (0.4%)
  rockpi_29: 728 invocations (1.0%)
  rockpi_12: 728 invocations (1.0%)
  rpi4_14: 208 invocations (0.3%)
  rockpi_27: 725 invocations (1.0%)
  coral_4: 608 invocations (0.8%)
  rpi4_34: 390 invocations (0.5%)
  rpi4_45: 328 invocations (0.4%)
  rpi4_54: 471 invocations (0.6%)
  rpi4_44: 472 invocations (0.6%)
  rpi3_29: 274 invocations (0.4%)
  rpi4_40: 204 invocations (0.3%)
  rpi4_55: 467 invocations (0.6%)
  rpi4_3: 464 invocations (0.6%)
