timestamp,strategy,deployment,current_replicas,current_load_rps,avg_response_time_ms,evaluation_type
5,LowPowerLongTimeBinPacker,resnet50-inference,1,20.5,480.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-inference-downtown,1,20.5,480.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-inference-suburb,1,20.5,480.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-inference-industrial,1,20.5,480.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-inference-residential,1,20.5,480.0,scaling_check
5,LowPowerLongTimeBinPacker,speech-inference,1,20.5,480.0,scaling_check
5,LowPowerLongTimeBinPacker,speech-inference-downtown,1,20.5,480.0,scaling_check
5,LowPowerLongTimeBinPacker,speech-inference-suburb,1,20.5,480.0,scaling_check
5,LowPowerLongTimeBinPacker,speech-inference-industrial,1,20.5,480.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-preprocessing,1,10.25,400.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-preprocessing-downtown,1,10.25,400.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-preprocessing-suburb,1,10.25,400.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-preprocessing-industrial,1,10.25,400.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-training,1,15.374999999999998,600.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-training-downtown,1,15.374999999999998,600.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-inference,2,21.0,480.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-inference-downtown,2,21.0,480.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-inference-suburb,2,21.0,480.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-inference-industrial,2,21.0,480.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-inference-residential,2,21.0,480.0,scaling_check
10,LowPowerLongTimeBinPacker,speech-inference,2,21.0,480.0,scaling_check
10,LowPowerLongTimeBinPacker,speech-inference-downtown,2,21.0,480.0,scaling_check
10,LowPowerLongTimeBinPacker,speech-inference-suburb,2,21.0,480.0,scaling_check
10,LowPowerLongTimeBinPacker,speech-inference-industrial,2,21.0,480.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-preprocessing,2,10.5,400.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-preprocessing-downtown,2,10.5,400.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-preprocessing-suburb,2,10.5,400.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-preprocessing-industrial,2,10.5,400.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-training,2,15.75,600.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-training-downtown,2,15.75,600.0,scaling_check
15,LowPowerLongTimeBinPacker,resnet50-inference,3,21.5,480.0,scaling_check
15,LowPowerLongTimeBinPacker,resnet50-inference-downtown,3,21.5,480.0,scaling_check
15,LowPowerLongTimeBinPacker,resnet50-inference-suburb,3,21.5,480.0,scaling_check
15,LowPowerLongTimeBinPacker,resnet50-inference-industrial,3,21.5,480.0,scaling_check
15,LowPowerLongTimeBinPacker,resnet50-inference-residential,3,21.5,480.0,scaling_check
15,LowPowerLongTimeBinPacker,speech-inference,3,21.5,480.0,scaling_check
15,LowPowerLongTimeBinPacker,speech-inference-downtown,3,21.5,480.0,scaling_check
15,LowPowerLongTimeBinPacker,speech-inference-suburb,3,21.5,480.0,scaling_check
15,LowPowerLongTimeBinPacker,speech-inference-industrial,3,21.5,480.0,scaling_check
15,LowPowerLongTimeBinPacker,resnet50-preprocessing,3,10.75,400.0,scaling_check
15,LowPowerLongTimeBinPacker,resnet50-preprocessing-downtown,3,10.75,400.0,scaling_check
15,LowPowerLongTimeBinPacker,resnet50-preprocessing-suburb,3,10.75,400.0,scaling_check
15,LowPowerLongTimeBinPacker,resnet50-preprocessing-industrial,3,10.75,400.0,scaling_check
15,LowPowerLongTimeBinPacker,resnet50-training,3,16.125,600.0,scaling_check
15,LowPowerLongTimeBinPacker,resnet50-training-downtown,3,16.125,600.0,scaling_check
20,LowPowerLongTimeBinPacker,resnet50-inference,4,22.0,480.0,scaling_check
20,LowPowerLongTimeBinPacker,resnet50-inference-downtown,4,22.0,480.0,scaling_check
20,LowPowerLongTimeBinPacker,resnet50-inference-suburb,4,22.0,480.0,scaling_check
20,LowPowerLongTimeBinPacker,resnet50-inference-industrial,4,22.0,480.0,scaling_check
20,LowPowerLongTimeBinPacker,resnet50-inference-residential,4,22.0,480.0,scaling_check
20,LowPowerLongTimeBinPacker,speech-inference,4,22.0,480.0,scaling_check
20,LowPowerLongTimeBinPacker,speech-inference-downtown,4,22.0,480.0,scaling_check
20,LowPowerLongTimeBinPacker,speech-inference-suburb,4,22.0,480.0,scaling_check
20,LowPowerLongTimeBinPacker,speech-inference-industrial,4,22.0,480.0,scaling_check
20,LowPowerLongTimeBinPacker,resnet50-preprocessing,4,11.0,400.0,scaling_check
20,LowPowerLongTimeBinPacker,resnet50-preprocessing-downtown,4,11.0,400.0,scaling_check
20,LowPowerLongTimeBinPacker,resnet50-preprocessing-suburb,4,11.0,400.0,scaling_check
20,LowPowerLongTimeBinPacker,resnet50-preprocessing-industrial,4,11.0,400.0,scaling_check
20,LowPowerLongTimeBinPacker,resnet50-training,4,16.5,600.0,scaling_check
20,LowPowerLongTimeBinPacker,resnet50-training-downtown,4,16.5,600.0,scaling_check
25,LowPowerLongTimeBinPacker,resnet50-inference,5,22.5,480.0,scaling_check
