value,name,function_id
deploy,resnet50-inference,139965227909184
deploy,resnet50-inference-downtown,139965227910240
deploy,resnet50-inference-suburb,139965227911440
deploy,resnet50-inference-industrial,139965227912640
deploy,speech-inference,139965227913840
deploy,speech-inference-downtown,139965227915040
deploy,speech-inference-suburb,139965227916240
deploy,resnet50-preprocessing,139965227917440
deploy,resnet50-training,139965227918256
deploy,python-pi,139965227919456
deploy,python-pi-downtown,139965227920272
deploy,python-pi-suburb,139965227921088
deploy,fio,139965227921904
deploy,fio-downtown,139965227922720
